receipt_number,word,POS,Nalp,Nnum,Nspec,length,Ndot,Ncomma,Ncolons,tag
3_10,Notice,NNP,6,0,0,6,0,0,0,EXTRA
3_10,Any,NNP,3,0,0,3,0,0,0,EXTRA
3_10,Discrepancy,NNP,11,0,0,11,0,0,0,EXTRA
3_10,",",",",0,0,1,1,0,1,0,EXTRA
3_10,return,VBP,6,0,0,6,0,0,0,EXTRA
3_10,the,DT,3,0,0,3,0,0,0,EXTRA
3_10,item,NN,4,0,0,4,0,0,0,EXTRA
3_10,(,(,0,0,1,1,0,0,0,EXTRA
3_10,exchangeable*,NN,12,0,1,13,0,0,0,EXTRA
3_10,),),0,0,1,1,0,0,0,EXTRA
3_10,&,CC,0,0,1,1,0,0,0,EXTRA
3_10,bill,NN,4,0,0,4,0,0,0,EXTRA
3_10,within,IN,6,0,0,6,0,0,0,EXTRA
3_10,7,CD,0,1,0,1,0,0,0,EXTRA
3_10,days,NNS,4,0,0,4,0,0,0,EXTRA
3_10,Designed,VBN,8,0,0,8,0,0,0,EXTRA
3_10,by,IN,2,0,0,2,0,0,0,EXTRA
3_10,NVM,NNP,3,0,0,3,0,0,0,EXTRA
3_10,SOLUTIONS,NNP,9,0,0,9,0,0,0,EXTRA
3_10,776843023,CD,0,9,0,9,0,0,0,EXTRA
3_10,",",",",0,0,1,1,0,1,0,EXTRA
3_10,113159693,CD,0,9,0,9,0,0,0,EXTRA
12_20,Mega,JJ,4,0,0,4,0,0,0,SHOP_NAME
12_20,Mall,NNP,4,0,0,4,0,0,0,SHOP_NAME
12_20,Supermarket,NNP,11,0,0,11,0,0,0,SHOP_NAME
12_20,114,CD,0,3,0,3,0,0,0,SHOP_ADDRESS
12_20,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
12_20,Navalar,NNP,7,0,0,7,0,0,0,SHOP_ADDRESS
12_20,Road,NNP,4,0,0,4,0,0,0,SHOP_ADDRESS
12_20,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
12_20,Jaffna,NNP,6,0,0,6,0,0,0,SHOP_ADDRESS
12_20,TEL,NNP,3,0,0,3,0,0,0,TELEPHONE_NUMBER
12_20,:021,VBD,0,3,1,4,0,0,1,TELEPHONE_NUMBER
12_20,222,CD,0,3,0,3,0,0,0,TELEPHONE_NUMBER
12_20,4343,CD,0,4,0,4,0,0,0,TELEPHONE_NUMBER
12_20,"April,3,2019,12:46",NNP,5,9,4,18,0,3,1,TIME
12_20,Ref,NNP,3,0,0,3,0,0,0,INVOICE_NUMBER
12_20,281846,CD,0,6,0,6,0,0,0,INVOICE_NUMBER
12_20,User,NNP,4,0,0,4,0,0,0,USER
12_20,sivaa,JJ,5,0,0,5,0,0,0,USER
12_20,Anchor:newdale:set,NNP,16,0,2,18,0,0,2,PRODUCT_NAME
12_20,yogurt:80g,NN,7,2,1,10,0,0,1,PRODUCT_NAME
12_20,BV00295,NNP,2,5,0,7,0,0,0,BATCH_CODE
12_20,:,:,0,0,1,1,0,0,1,EXTRA
12_20,10,CD,0,2,0,2,0,0,0,QTY
12_20,x,$,1,0,0,1,0,0,0,EXTRA
12_20,30,CD,0,2,0,2,0,0,0,UNIT_PRICE
12_20,=,JJ,0,0,1,1,0,0,0,EXTRA
12_20,300,CD,0,3,0,3,0,0,0,AMOUNT
12_20,pistha,JJ,6,0,0,6,0,0,0,PRODUCT_NAME
12_20,:,:,0,0,1,1,0,0,1,PRODUCT_NAME
12_20,paruppu:100g:1613,JJ,8,7,2,17,0,0,2,PRODUCT_NAME
12_20,SY02549,NNP,2,5,0,7,0,0,0,BATCH_CODE
12_20,:,:,0,0,1,1,0,0,1,EXTRA
12_20,0.05,CD,0,3,1,4,1,0,0,QTY
12_20,x,$,1,0,0,1,0,0,0,EXTRA
12_20,3500,CD,0,4,0,4,0,0,0,UNIT_PRICE
12_20,=,NNP,0,0,1,1,0,0,0,EXTRA
12_20,175,CD,0,3,0,3,0,0,0,AMOUNT
12_20,No,NNP,2,0,0,2,0,0,0,TOTAL_ITEMS
12_20,of,IN,2,0,0,2,0,0,0,TOTAL_ITEMS
12_20,item,NN,4,0,0,4,0,0,0,TOTAL_ITEMS
12_20,=,$,0,0,1,1,0,0,0,TOTAL_ITEMS
12_20,2,CD,0,1,0,1,0,0,0,TOTAL_ITEMS
12_20,Total,NN,5,0,0,5,0,0,0,TOTAL
12_20,:,:,0,0,1,1,0,0,1,TOTAL
12_20,RS,JJ,2,0,0,2,0,0,0,TOTAL
12_20,475,CD,0,3,0,3,0,0,0,TOTAL
12_20,PAID,VBN,4,0,0,4,0,0,0,CASH
12_20,by,IN,2,0,0,2,0,0,0,CASH
12_20,cash,NN,4,0,0,4,0,0,0,CASH
12_20,:,:,0,0,1,1,0,0,1,CASH
12_20,RS,JJ,2,0,0,2,0,0,0,CASH
12_20,500,CD,0,3,0,3,0,0,0,CASH
12_20,Change,NN,6,0,0,6,0,0,0,BALANCE
12_20,:,:,0,0,1,1,0,0,1,BALANCE
12_20,RS,JJ,2,0,0,2,0,0,0,BALANCE
12_20,25,CD,0,2,0,2,0,0,0,BALANCE
12_20,Thank,NNP,5,0,0,5,0,0,0,EXTRA
12_20,You,PRP,3,0,0,3,0,0,0,EXTRA
12_20,For,IN,3,0,0,3,0,0,0,EXTRA
12_20,Shopping,VBG,8,0,0,8,0,0,0,EXTRA
12_20,Notice,NNP,6,0,0,6,0,0,0,EXTRA
12_20,Any,NNP,3,0,0,3,0,0,0,EXTRA
12_20,Discrepancy,NNP,11,0,0,11,0,0,0,EXTRA
12_20,",",",",0,0,1,1,0,1,0,EXTRA
12_20,return,VBP,6,0,0,6,0,0,0,EXTRA
12_20,the,DT,3,0,0,3,0,0,0,EXTRA
12_20,item,NN,4,0,0,4,0,0,0,EXTRA
12_20,(,(,0,0,1,1,0,0,0,EXTRA
12_20,exchangeable*,NN,12,0,1,13,0,0,0,EXTRA
12_20,),),0,0,1,1,0,0,0,EXTRA
12_20,&,CC,0,0,1,1,0,0,0,EXTRA
12_20,bill,NN,4,0,0,4,0,0,0,EXTRA
12_20,within,IN,6,0,0,6,0,0,0,EXTRA
12_20,7,CD,0,1,0,1,0,0,0,EXTRA
12_20,day,NN,3,0,0,3,0,0,0,EXTRA
12_20,s,NNS,1,0,0,1,0,0,0,EXTRA
12_20,Designed,VBN,8,0,0,8,0,0,0,EXTRA
12_20,by,IN,2,0,0,2,0,0,0,EXTRA
12_20,NVM,NNP,3,0,0,3,0,0,0,EXTRA
12_20,SOLUTIONS,NNP,9,0,0,9,0,0,0,EXTRA
12_20,776843023,CD,0,9,0,9,0,0,0,EXTRA
12_20,",",",",0,0,1,1,0,1,0,EXTRA
12_20,113159693,CD,0,9,0,9,0,0,0,EXTRA
12_18,Mega,JJ,4,0,0,4,0,0,0,SHOP_NAME
12_18,Mall,NNP,4,0,0,4,0,0,0,SHOP_NAME
12_18,Supermarket,NNP,11,0,0,11,0,0,0,SHOP_NAME
12_18,114,CD,0,3,0,3,0,0,0,SHOP_ADDRESS
12_18,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
12_18,Navalar,NNP,7,0,0,7,0,0,0,SHOP_ADDRESS
12_18,Road,NNP,4,0,0,4,0,0,0,SHOP_ADDRESS
12_18,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
12_18,Jaffna,NNP,6,0,0,6,0,0,0,SHOP_ADDRESS
12_18,TEL,NNP,3,0,0,3,0,0,0,TELEPHONE_NUMBER
12_18,:021,VBD,0,3,1,4,0,0,1,TELEPHONE_NUMBER
12_18,222,CD,0,3,0,3,0,0,0,TELEPHONE_NUMBER
12_18,4343,CD,0,4,0,4,0,0,0,TELEPHONE_NUMBER
12_18,"April,02,2019,18:29",NNP,5,10,4,19,0,3,1,TIME
12_18,Ref,NNP,3,0,0,3,0,0,0,INVOICE_NUMBER
12_18,281697,CD,0,6,0,6,0,0,0,INVOICE_NUMBER
12_18,User,NNP,4,0,0,4,0,0,0,USER
12_18,sivaa,NN,5,0,0,5,0,0,0,USER
12_18,Bottled,VBD,7,0,0,7,0,0,0,PRODUCT_NAME
12_18,drinking,VBG,8,0,0,8,0,0,0,PRODUCT_NAME
12_18,water:aquafina:201,JJ,13,3,2,18,0,0,2,PRODUCT_NAME
12_18,BV0D404,NNP,3,4,0,7,0,0,0,BATCH_CODE
12_18,:,:,0,0,1,1,0,0,1,EXTRA
12_18,1x,CD,1,1,0,2,0,0,0,QTY
12_18,290,CD,0,3,0,3,0,0,0,UNIT_PRICE
12_18,=,NNS,0,0,1,1,0,0,0,EXTRA
12_18,290,CD,0,3,0,3,0,0,0,AMOUNT
12_18,No,NNP,2,0,0,2,0,0,0,TOTAL_ITEMS
12_18,of,IN,2,0,0,2,0,0,0,TOTAL_ITEMS
12_18,item,NN,4,0,0,4,0,0,0,TOTAL_ITEMS
12_18,=,$,0,0,1,1,0,0,0,TOTAL_ITEMS
12_18,1,CD,0,1,0,1,0,0,0,TOTAL_ITEMS
12_18,Total,NN,5,0,0,5,0,0,0,TOTAL
12_18,:,:,0,0,1,1,0,0,1,TOTAL
12_18,RS,JJ,2,0,0,2,0,0,0,TOTAL
12_18,290,CD,0,3,0,3,0,0,0,TOTAL
12_18,PAID,VBN,4,0,0,4,0,0,0,CASH
12_18,by,IN,2,0,0,2,0,0,0,CASH
12_18,cash,NN,4,0,0,4,0,0,0,CASH
12_18,:,:,0,0,1,1,0,0,1,CASH
12_18,RS,JJ,2,0,0,2,0,0,0,CASH
12_18,1000,CD,0,4,0,4,0,0,0,CASH
12_18,Change,NN,6,0,0,6,0,0,0,BALANCE
12_18,:,:,0,0,1,1,0,0,1,BALANCE
12_18,RS,JJ,2,0,0,2,0,0,0,BALANCE
12_18,710,CD,0,3,0,3,0,0,0,BALANCE
12_18,Thank,NNP,5,0,0,5,0,0,0,EXTRA
12_18,You,PRP,3,0,0,3,0,0,0,EXTRA
12_18,For,IN,3,0,0,3,0,0,0,EXTRA
12_18,Shopping,VBG,8,0,0,8,0,0,0,EXTRA
12_18,Notice,NNP,6,0,0,6,0,0,0,EXTRA
12_18,Any,NNP,3,0,0,3,0,0,0,EXTRA
12_18,Discrepancy,NNP,11,0,0,11,0,0,0,EXTRA
12_18,",",",",0,0,1,1,0,1,0,EXTRA
12_18,return,VBP,6,0,0,6,0,0,0,EXTRA
12_18,the,DT,3,0,0,3,0,0,0,EXTRA
12_18,item,NN,4,0,0,4,0,0,0,EXTRA
12_18,(,(,0,0,1,1,0,0,0,EXTRA
12_18,exchangeable*,NN,12,0,1,13,0,0,0,EXTRA
12_18,),),0,0,1,1,0,0,0,EXTRA
12_18,&,CC,0,0,1,1,0,0,0,EXTRA
12_18,bill,NN,4,0,0,4,0,0,0,EXTRA
12_18,within,IN,6,0,0,6,0,0,0,EXTRA
12_18,7,CD,0,1,0,1,0,0,0,EXTRA
12_18,day,NN,3,0,0,3,0,0,0,EXTRA
12_18,s,NNS,1,0,0,1,0,0,0,EXTRA
12_18,Designed,VBN,8,0,0,8,0,0,0,EXTRA
12_18,by,IN,2,0,0,2,0,0,0,EXTRA
12_18,NVM,NNP,3,0,0,3,0,0,0,EXTRA
12_18,SOLUTIONS,NNP,9,0,0,9,0,0,0,EXTRA
12_18,776843023,CD,0,9,0,9,0,0,0,EXTRA
12_18,",",",",0,0,1,1,0,1,0,EXTRA
12_18,113159693,CD,0,9,0,9,0,0,0,EXTRA
21_13,Mega,JJ,4,0,0,4,0,0,0,SHOP_NAME
21_13,Mall,NNP,4,0,0,4,0,0,0,SHOP_NAME
21_13,Super,NNP,5,0,0,5,0,0,0,SHOP_NAME
21_13,Market,NNP,6,0,0,6,0,0,0,SHOP_NAME
21_13,114,CD,0,3,0,3,0,0,0,SHOP_ADDRESS
21_13,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
21_13,Navalar,NNP,7,0,0,7,0,0,0,SHOP_ADDRESS
21_13,Road,NNP,4,0,0,4,0,0,0,SHOP_ADDRESS
21_13,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
21_13,Jaffna,NNP,6,0,0,6,0,0,0,SHOP_ADDRESS
21_13,TEL,NNP,3,0,0,3,0,0,0,TELEPHONE_NUMBER
21_13,:021,VBD,0,3,1,4,0,0,1,TELEPHONE_NUMBER
21_13,222,CD,0,3,0,3,0,0,0,TELEPHONE_NUMBER
21_13,4343,CD,0,4,0,4,0,0,0,TELEPHONE_NUMBER
21_13,"April,01,2019,18:20",NNP,5,10,4,19,0,3,1,TIME
21_13,Ref,NNP,3,0,0,3,0,0,0,INVOICE_NUMBER
21_13,281390,CD,0,6,0,6,0,0,0,INVOICE_NUMBER
21_13,User,NNP,4,0,0,4,0,0,0,USER
21_13,sivaa,VBD,5,0,0,5,0,0,0,USER
21_13,munchee:tifin,JJ,12,0,1,13,0,0,1,PRODUCT_NAME
21_13,onion,NN,5,0,0,5,0,0,0,PRODUCT_NAME
21_13,biscuit:125g,JJ,8,3,1,12,0,0,1,PRODUCT_NAME
21_13,BS00239,NNP,2,5,0,7,0,0,0,BATCH_CODE
21_13,:,:,0,0,1,1,0,0,1,EXTRA
21_13,1,CD,0,1,0,1,0,0,0,QTY
21_13,X,$,1,0,0,1,0,0,0,EXTRA
21_13,90,CD,0,2,0,2,0,0,0,UNIT_PRICE
21_13,=,JJ,0,0,1,1,0,0,0,EXTRA
21_13,90,CD,0,2,0,2,0,0,0,AMOUNT
21_13,star,NN,4,0,0,4,0,0,0,PRODUCT_NAME
21_13,light,JJ,5,0,0,5,0,0,0,PRODUCT_NAME
21_13,powder:lavender:1kg,JJ,16,1,2,19,0,0,2,PRODUCT_NAME
21_13,CI01185,NN,2,5,0,7,0,0,0,BATCH_CODE
21_13,:,:,0,0,1,1,0,0,1,EXTRA
21_13,1,CD,0,1,0,1,0,0,0,QTY
21_13,X,$,1,0,0,1,0,0,0,EXTRA
21_13,160,CD,0,3,0,3,0,0,0,UNIT_PRICE
21_13,=,JJ,0,0,1,1,0,0,0,EXTRA
21_13,160,CD,0,3,0,3,0,0,0,AMOUNT
21_13,sunsilk:shampoo:6.5ml,JJ,16,2,3,21,1,0,2,PRODUCT_NAME
21_13,PC01064,NNP,2,5,0,7,0,0,0,BATCH_CODE
21_13,:,:,0,0,1,1,0,0,1,EXTRA
21_13,2,CD,0,1,0,1,0,0,0,QTY
21_13,X,$,1,0,0,1,0,0,0,EXTRA
21_13,8,CD,0,1,0,1,0,0,0,UNIT_PRICE
21_13,=,NNP,0,0,1,1,0,0,0,EXTRA
21_13,16,CD,0,2,0,2,0,0,0,AMOUNT
21_13,No,NNP,2,0,0,2,0,0,0,TOTAL_ITEMS
21_13,of,IN,2,0,0,2,0,0,0,TOTAL_ITEMS
21_13,item,NN,4,0,0,4,0,0,0,TOTAL_ITEMS
21_13,:,:,0,0,1,1,0,0,1,TOTAL_ITEMS
21_13,3,CD,0,1,0,1,0,0,0,TOTAL_ITEMS
21_13,Total,NN,5,0,0,5,0,0,0,TOTAL
21_13,:,:,0,0,1,1,0,0,1,TOTAL
21_13,RS,JJ,2,0,0,2,0,0,0,TOTAL
21_13,266,CD,0,3,0,3,0,0,0,TOTAL
21_13,PAID,VBN,4,0,0,4,0,0,0,CASH
21_13,By,IN,2,0,0,2,0,0,0,CASH
21_13,CASH,NNP,4,0,0,4,0,0,0,CASH
21_13,:,:,0,0,1,1,0,0,1,CASH
21_13,RS,JJ,2,0,0,2,0,0,0,CASH
21_13,500,CD,0,3,0,3,0,0,0,CASH
21_13,Change,NN,6,0,0,6,0,0,0,BALANCE
21_13,:,:,0,0,1,1,0,0,1,BALANCE
21_13,RS,JJ,2,0,0,2,0,0,0,BALANCE
21_13,234,CD,0,3,0,3,0,0,0,BALANCE
21_13,Thank,NNP,5,0,0,5,0,0,0,EXTRA
21_13,You,PRP,3,0,0,3,0,0,0,EXTRA
21_13,For,IN,3,0,0,3,0,0,0,EXTRA
21_13,Shopping,VBG,8,0,0,8,0,0,0,EXTRA
21_13,Notice,NNP,6,0,0,6,0,0,0,EXTRA
21_13,Any,NNP,3,0,0,3,0,0,0,EXTRA
21_13,Discrepancy,NNP,11,0,0,11,0,0,0,EXTRA
21_13,",",",",0,0,1,1,0,1,0,EXTRA
21_13,return,VBP,6,0,0,6,0,0,0,EXTRA
21_13,the,DT,3,0,0,3,0,0,0,EXTRA
21_13,ittem,NN,5,0,0,5,0,0,0,EXTRA
21_13,(,(,0,0,1,1,0,0,0,EXTRA
21_13,exchangeable*,NN,12,0,1,13,0,0,0,EXTRA
21_13,),),0,0,1,1,0,0,0,EXTRA
21_13,&,CC,0,0,1,1,0,0,0,EXTRA
21_13,bill,NN,4,0,0,4,0,0,0,EXTRA
21_13,within,IN,6,0,0,6,0,0,0,EXTRA
21_13,7day,CD,3,1,0,4,0,0,0,EXTRA
21_13,s,NNS,1,0,0,1,0,0,0,EXTRA
21_13,Designed,VBN,8,0,0,8,0,0,0,EXTRA
21_13,by,IN,2,0,0,2,0,0,0,EXTRA
21_13,NVM,NNP,3,0,0,3,0,0,0,EXTRA
21_13,SOLUTIONS,NNP,9,0,0,9,0,0,0,EXTRA
21_13,776843023,CD,0,9,0,9,0,0,0,EXTRA
21_13,",",",",0,0,1,1,0,1,0,EXTRA
21_13,113159693,CD,0,9,0,9,0,0,0,EXTRA
3_55,Mega,JJ,4,0,0,4,0,0,0,SHOP_NAME
3_55,Mall,NNP,4,0,0,4,0,0,0,SHOP_NAME
3_55,Super,NNP,5,0,0,5,0,0,0,SHOP_NAME
3_55,Market,NNP,6,0,0,6,0,0,0,SHOP_NAME
3_55,114,CD,0,3,0,3,0,0,0,SHOP_ADDRESS
3_55,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
3_55,Navalar,NNP,7,0,0,7,0,0,0,SHOP_ADDRESS
3_55,Road,NNP,4,0,0,4,0,0,0,SHOP_ADDRESS
3_55,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
3_55,Jaffna,NNP,6,0,0,6,0,0,0,SHOP_ADDRESS
3_55,Tel,NNP,3,0,0,3,0,0,0,TELEPHONE_NUMBER
3_55,:,:,0,0,1,1,0,0,1,TELEPHONE_NUMBER
3_55,212224343,CD,0,9,0,9,0,0,0,TELEPHONE_NUMBER
3_55,March,NNP,5,0,0,5,0,0,0,TIME
3_55,",",",",0,0,1,1,0,1,0,TIME
3_55,20,CD,0,2,0,2,0,0,0,TIME
3_55,",",",",0,0,1,1,0,1,0,TIME
3_55,2019,CD,0,4,0,4,0,0,0,TIME
3_55,",",",",0,0,1,1,0,1,0,TIME
3_55,13:17,CD,0,4,1,5,0,0,1,TIME
3_55,Ref,NNP,3,0,0,3,0,0,0,INVOICE_NUMBER
3_55,277671,CD,0,6,0,6,0,0,0,INVOICE_NUMBER
3_55,User,NNP,4,0,0,4,0,0,0,USER
3_55,sivaa,VBD,5,0,0,5,0,0,0,USER
3_55,Toffee:1pcs,NNP,9,1,1,11,0,0,1,PRODUCT_NAME
3_55,CS00504,NNP,2,5,0,7,0,0,0,BATCH_CODE
3_55,:,:,0,0,1,1,0,0,1,EXTRA
3_55,1,CD,0,1,0,1,0,0,0,QTY
3_55,5.00=,CD,0,3,2,5,1,0,0,UNIT_PRICE
3_55,5,CD,0,1,0,1,0,0,0,AMOUNT
3_55,No,NN,2,0,0,2,0,0,0,TOTAL_ITEMS
3_55,of,IN,2,0,0,2,0,0,0,TOTAL_ITEMS
3_55,item,NN,4,0,0,4,0,0,0,TOTAL_ITEMS
3_55,:,:,0,0,1,1,0,0,1,TOTAL_ITEMS
3_55,1,CD,0,1,0,1,0,0,0,TOTAL_ITEMS
3_55,Total,NN,5,0,0,5,0,0,0,TOTAL
3_55,:,:,0,0,1,1,0,0,1,TOTAL
3_55,Rs,JJ,2,0,0,2,0,0,0,TOTAL
3_55,5,CD,0,1,0,1,0,0,0,TOTAL
3_55,Paid,VBN,4,0,0,4,0,0,0,CASH
3_55,by,IN,2,0,0,2,0,0,0,CASH
3_55,cash,NN,4,0,0,4,0,0,0,CASH
3_55,:,:,0,0,1,1,0,0,1,CASH
3_55,Rs,JJ,2,0,0,2,0,0,0,CASH
3_55,5,CD,0,1,0,1,0,0,0,CASH
3_55,Change,NN,6,0,0,6,0,0,0,BALANCE
3_55,:,:,0,0,1,1,0,0,1,BALANCE
3_55,Rs,JJ,2,0,0,2,0,0,0,BALANCE
3_55,0,CD,0,1,0,1,0,0,0,BALANCE
3_55,Thank,NNP,5,0,0,5,0,0,0,EXTRA
3_55,you,PRP,3,0,0,3,0,0,0,EXTRA
3_55,for,IN,3,0,0,3,0,0,0,EXTRA
3_55,shopping,VBG,8,0,0,8,0,0,0,EXTRA
3_55,Notice,NNP,6,0,0,6,0,0,0,EXTRA
3_55,Any,NNP,3,0,0,3,0,0,0,EXTRA
3_55,discrepancy,NN,11,0,0,11,0,0,0,EXTRA
3_55,",",",",0,0,1,1,0,1,0,EXTRA
3_55,return,VBP,6,0,0,6,0,0,0,EXTRA
3_55,the,DT,3,0,0,3,0,0,0,EXTRA
3_55,item,NN,4,0,0,4,0,0,0,EXTRA
3_55,(,(,0,0,1,1,0,0,0,EXTRA
3_55,exchangeable*,NN,12,0,1,13,0,0,0,EXTRA
3_55,),),0,0,1,1,0,0,0,EXTRA
3_55,&,CC,0,0,1,1,0,0,0,EXTRA
3_55,bill,NN,4,0,0,4,0,0,0,EXTRA
3_55,within,IN,6,0,0,6,0,0,0,EXTRA
3_55,7,CD,0,1,0,1,0,0,0,EXTRA
3_55,day,NN,3,0,0,3,0,0,0,EXTRA
3_55,s,NNS,1,0,0,1,0,0,0,EXTRA
3_55,Designed,VBN,8,0,0,8,0,0,0,EXTRA
3_55,by,IN,2,0,0,2,0,0,0,EXTRA
3_55,NVM,NNP,3,0,0,3,0,0,0,EXTRA
3_55,SOLUTIONS,NNP,9,0,0,9,0,0,0,EXTRA
3_55,776043023,CD,0,9,0,9,0,0,0,EXTRA
3_55,",",",",0,0,1,1,0,1,0,EXTRA
3_55,113159693,CD,0,9,0,9,0,0,0,EXTRA
17_29,Mega,NNP,4,0,0,4,0,0,0,SHOP_NAME
17_29,Mall,NNP,4,0,0,4,0,0,0,SHOP_NAME
17_29,Super,NNP,5,0,0,5,0,0,0,SHOP_NAME
17_29,Market,NNP,6,0,0,6,0,0,0,SHOP_NAME
17_29,114,CD,0,3,0,3,0,0,0,SHOP_ADDRESS
17_29,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
17_29,Navalar,NNP,7,0,0,7,0,0,0,SHOP_ADDRESS
17_29,Road,NNP,4,0,0,4,0,0,0,SHOP_ADDRESS
17_29,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
17_29,Jaffna,NNP,6,0,0,6,0,0,0,SHOP_ADDRESS
17_29,TEL:021,NNP,3,3,1,7,0,0,1,TELEPHONE_NUMBER
17_29,222,CD,0,3,0,3,0,0,0,TELEPHONE_NUMBER
17_29,4343,CD,0,4,0,4,0,0,0,TELEPHONE_NUMBER
17_29,"April,09,2019,08:34",NNP,5,10,4,19,0,3,1,TIME
17_29,Ref,NNP,3,0,0,3,0,0,0,INVOICE_NUMBER
17_29,283531,CD,0,6,0,6,0,0,0,INVOICE_NUMBER
17_29,user,NN,4,0,0,4,0,0,0,USER
17_29,sivaa,NN,5,0,0,5,0,0,0,USER
17_29,dialog,NN,6,0,0,6,0,0,0,PRODUCT_NAME
17_29,card:100/=,JJ,4,3,3,10,0,0,1,PRODUCT_NAME
17_29,RDO0006,NNP,3,4,0,7,0,0,0,BATCH_CODE
17_29,:,:,0,0,1,1,0,0,1,EXTRA
17_29,1,CD,0,1,0,1,0,0,0,QTY
17_29,X,$,1,0,0,1,0,0,0,EXTRA
17_29,100,CD,0,3,0,3,0,0,0,UNIT_PRICE
17_29,=,NNP,0,0,1,1,0,0,0,EXTRA
17_29,100,CD,0,3,0,3,0,0,0,AMOUNT
17_29,No,NNP,2,0,0,2,0,0,0,TOTAL_ITEMS
17_29,of,IN,2,0,0,2,0,0,0,TOTAL_ITEMS
17_29,item,NN,4,0,0,4,0,0,0,TOTAL_ITEMS
17_29,:,:,0,0,1,1,0,0,1,TOTAL_ITEMS
17_29,1,CD,0,1,0,1,0,0,0,TOTAL_ITEMS
17_29,Total,NN,5,0,0,5,0,0,0,TOTAL
17_29,:,:,0,0,1,1,0,0,1,TOTAL
17_29,RS,JJ,2,0,0,2,0,0,0,TOTAL
17_29,100,CD,0,3,0,3,0,0,0,TOTAL
17_29,PAID,VBN,4,0,0,4,0,0,0,CASH
17_29,BY,NNP,2,0,0,2,0,0,0,CASH
17_29,CASE,NNP,4,0,0,4,0,0,0,CASH
17_29,:,:,0,0,1,1,0,0,1,CASH
17_29,RS,NNP,2,0,0,2,0,0,0,CASH
17_29,500,CD,0,3,0,3,0,0,0,CASH
17_29,Change,NN,6,0,0,6,0,0,0,BALANCE
17_29,:,:,0,0,1,1,0,0,1,BALANCE
17_29,RS,JJ,2,0,0,2,0,0,0,BALANCE
17_29,400,CD,0,3,0,3,0,0,0,BALANCE
17_29,Thank,NNP,5,0,0,5,0,0,0,EXTRA
17_29,You,PRP,3,0,0,3,0,0,0,EXTRA
17_29,For,IN,3,0,0,3,0,0,0,EXTRA
17_29,Shopping,VBG,8,0,0,8,0,0,0,EXTRA
17_29,Notice,NNP,6,0,0,6,0,0,0,EXTRA
17_29,Any,NNP,3,0,0,3,0,0,0,EXTRA
17_29,Discrepancy,NNP,11,0,0,11,0,0,0,EXTRA
17_29,",",",",0,0,1,1,0,1,0,EXTRA
17_29,return,VBP,6,0,0,6,0,0,0,EXTRA
17_29,the,DT,3,0,0,3,0,0,0,EXTRA
17_29,item,NN,4,0,0,4,0,0,0,EXTRA
17_29,(,(,0,0,1,1,0,0,0,EXTRA
17_29,exchangeable*,NN,12,0,1,13,0,0,0,EXTRA
17_29,),),0,0,1,1,0,0,0,EXTRA
17_29,&,CC,0,0,1,1,0,0,0,EXTRA
17_29,bill,NN,4,0,0,4,0,0,0,EXTRA
17_29,within,IN,6,0,0,6,0,0,0,EXTRA
17_29,7days,CD,4,1,0,5,0,0,0,EXTRA
17_29,Designed,VBN,8,0,0,8,0,0,0,EXTRA
17_29,by,IN,2,0,0,2,0,0,0,EXTRA
17_29,NVM,NNP,3,0,0,3,0,0,0,EXTRA
17_29,SOLUTIONS,NNP,9,0,0,9,0,0,0,EXTRA
17_29,776843023,CD,0,9,0,9,0,0,0,EXTRA
17_29,",",",",0,0,1,1,0,1,0,EXTRA
17_29,113159693,CD,0,9,0,9,0,0,0,EXTRA
8_13,Mega,JJ,4,0,0,4,0,0,0,SHOP_NAME
8_13,Mall,NNP,4,0,0,4,0,0,0,SHOP_NAME
8_13,Super,NNP,5,0,0,5,0,0,0,SHOP_NAME
8_13,Market,NNP,6,0,0,6,0,0,0,SHOP_NAME
8_13,114,CD,0,3,0,3,0,0,0,SHOP_ADDRESS
8_13,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
8_13,Navalar,NNP,7,0,0,7,0,0,0,SHOP_ADDRESS
8_13,Road,NNP,4,0,0,4,0,0,0,SHOP_ADDRESS
8_13,",",",",0,0,1,1,0,1,0,SHOP_ADDRESS
8_13,Jaffna,NNP,6,0,0,6,0,0,0,SHOP_ADDRESS
8_13,TEL,NNP,3,0,0,3,0,0,0,TELEPHONE_NUMBER
8_13,:021,VBD,0,3,1,4,0,0,1,TELEPHONE_NUMBER
8_13,222,CD,0,3,0,3,0,0,0,TELEPHONE_NUMBER
8_13,4344,CD,0,4,0,4,0,0,0,TELEPHONE_NUMBER
8_13,"March,23,2019,19:35",NNP,5,10,4,19,0,3,1,TIME
8_13,Ref,NNP,3,0,0,3,0,0,0,INVOICE_NUMBER
