receipt_number,word,POS,tag,
4_61,",",",",EXTRA,
4_61,113159693,CD,EXTRA,
4_57,Mega,JJ,SHOP_NAME,
4_57,Mall,NNP,SHOP_NAME,
4_57,Super,NNP,SHOP_NAME,
4_57,Market,NNP,SHOP_NAME,
4_57,114,CD,SHOP_ADDRESS,
4_57,",",",",SHOP_ADDRESS,
4_57,Navalar,NNP,SHOP_ADDRESS,
4_57,Road,NNP,SHOP_ADDRESS,
4_57,",",",",SHOP_ADDRESS,
4_57,Jaffna,NNP,SHOP_ADDRESS,
4_57,TEL,NNP,TELEPHONE_NUMBER,
4_57,:021,VBD,TELEPHONE_NUMBER,
4_57,222,CD,TELEPHONE_NUMBER,
4_57,4343,CD,TELEPHONE_NUMBER,
4_57,"March,20,2019,16:15",NNP,TIME,
4_57,Ref,NNP,INVOICE_NUMBER,
4_57,277736,CD,INVOICE_NUMBER,
4_57,User,NNP,USER,
4_57,rathi,NN,USER,
4_57,bottled,VBD,PRODUCT_NAME,
4_57,drinking,VBG,PRODUCT_NAME,
4_57,water:aquafina:500ml,JJ,PRODUCT_NAME,
4_57,BV00401,NNP,BATCH_CODE,
4_57,:,:,EXTRA,
4_57,1,CD,QTY,
4_57,X,$,EXTRA,
4_57,35,CD,UNIT_PRICE,
4_57,=,NNP,EXTRA,
4_57,35,CD,AMOUNT,
4_57,No,NNP,TOTAL_ITEMS,
4_57,of,IN,TOTAL_ITEMS,
4_57,item,NN,TOTAL_ITEMS,
4_57,:,:,TOTAL_ITEMS,
4_57,1,CD,TOTAL_ITEMS,
4_57,Total,NN,TOTAL,
4_57,:,:,TOTAL,
4_57,RS,JJ,TOTAL,
4_57,35,CD,TOTAL,
4_57,PAID,VBN,CASH,
4_57,By,IN,CASH,
4_57,CASH,NNP,CASH,
4_57,:,:,CASH,
4_57,RS,JJ,CASH,
4_57,50,CD,CASH,
4_57,Change,NN,BALANCE,
4_57,:,:,BALANCE,
4_57,RS,JJ,BALANCE,
4_57,15,CD,BALANCE,
4_57,Thank,NNP,EXTRA,
4_57,You,PRP,EXTRA,
4_57,For,IN,EXTRA,
4_57,Shopping,VBG,EXTRA,
4_57,Notice,NNP,EXTRA,
4_57,Any,NNP,EXTRA,
4_57,Discrepancy,NNP,EXTRA,
4_57,",",",",EXTRA,
4_57,return,VBP,EXTRA,
4_57,the,DT,EXTRA,
4_57,item,NN,EXTRA,
4_57,(,(,EXTRA,
4_57,exchangeable*,NN,EXTRA,
4_57,),),EXTRA,
4_57,&,CC,EXTRA,
4_57,bill,NN,EXTRA,
4_57,within,IN,EXTRA,
4_57,7day,CD,EXTRA,
4_57,s,NNS,EXTRA,
4_57,Designed,VBN,EXTRA,
4_57,by,IN,EXTRA,
4_57,NVM,NNP,EXTRA,
4_57,SOLUTIONS,NNP,EXTRA,
4_57,776843023,CD,EXTRA,
4_57,",",",",EXTRA,
4_57,113159693,CD,EXTRA,
4_63,Mega,JJ,SHOP_NAME,
4_63,Mall,NNP,SHOP_NAME,
4_63,Super,NNP,SHOP_NAME,
4_63,Market,NNP,SHOP_NAME,
4_63,114,CD,SHOP_ADDRESS,
4_63,",",",",SHOP_ADDRESS,
4_63,Navalar,NNP,SHOP_ADDRESS,
4_63,Road,NNP,SHOP_ADDRESS,
4_63,",",",",SHOP_ADDRESS,
4_63,Jaffna,NNP,SHOP_ADDRESS,
4_63,TEL,NNP,TELEPHONE_NUMBER,
4_63,:021,VBD,TELEPHONE_NUMBER,
4_63,222,CD,TELEPHONE_NUMBER,
4_63,4343,CD,TELEPHONE_NUMBER,
4_63,"March,20,2019,18:00",NNP,TIME,
4_63,Ref,NNP,INVOICE_NUMBER,
4_63,277788,CD,INVOICE_NUMBER,
4_63,User,NNP,USER,
4_63,sivaa,VBD,USER,
4_63,anchor:vanilla,JJ,PRODUCT_NAME,
4_63,flavoured,JJ,PRODUCT_NAME,
4_63,milk:100ml,JJ,PRODUCT_NAME,
4_63,BV00291,NNP,BATCH_CODE,
4_63,:,:,EXTRA,
4_63,2,CD,QTY,
4_63,X,$,EXTRA,
4_63,50,CD,UNIT_PRICE,
4_63,=,JJ,EXTRA,
4_63,100,CD,AMOUNT,
4_63,eyetex:medium,JJ,PRODUCT_NAME,
4_63,size,NN,PRODUCT_NAME,
4_63,FC03151,NNP,BATCH_CODE,
4_63,:,:,EXTRA,
4_63,1,CD,QTY,
4_63,X,$,EXTRA,
4_63,30,CD,UNIT_PRICE,
4_63,=,JJ,EXTRA,
4_63,30,CD,AMOUNT,
4_63,sunlight,JJ,PRODUCT_NAME,
4_63,powder:care,JJ,PRODUCT_NAME,
4_63,pearl:1kg,JJ,PRODUCT_NAME,
4_63,PC09030,NN,BATCH_CODE,
4_63,:,:,EXTRA,
4_63,1,CD,QTY,
4_63,X,$,EXTRA,
4_63,230,CD,UNIT_PRICE,
4_63,=,NNP,EXTRA,
4_63,230,CD,AMOUNT,
4_63,No,NNP,TOTAL_ITEMS,
4_63,of,IN,TOTAL_ITEMS,
4_63,item,NN,TOTAL_ITEMS,
4_63,:,:,TOTAL_ITEMS,
4_63,3,CD,TOTAL_ITEMS,
4_63,Total,NN,TOTAL,
4_63,:,:,TOTAL,
4_63,RS,JJ,TOTAL,
4_63,360,CD,TOTAL,
4_63,PAID,VBN,CASH,
4_63,By,IN,CASH,
4_63,CASH,NNP,CASH,
4_63,:,:,CASH,
4_63,RS,JJ,CASH,
4_63,500,CD,CASH,
4_63,Change,NN,BALANCE,
4_63,:,:,BALANCE,
4_63,RS,JJ,BALANCE,
4_63,140,CD,BALANCE,
4_63,Thank,NNP,EXTRA,
4_63,You,PRP,EXTRA,
4_63,For,IN,EXTRA,
4_63,Shopping,VBG,EXTRA,
4_63,Notice,NNP,EXTRA,
4_63,Any,NNP,EXTRA,
4_63,Discrepancy,NNP,EXTRA,
4_63,",",",",EXTRA,
4_63,return,VBP,EXTRA,
4_63,the,DT,EXTRA,
4_63,item,NN,EXTRA,
4_63,(,(,EXTRA,
4_63,exchangeable*,NN,EXTRA,
4_63,),),EXTRA,
4_63,&,CC,EXTRA,
4_63,bill,NN,EXTRA,
4_63,within,IN,EXTRA,
4_63,7day,CD,EXTRA,
4_63,s,NNS,EXTRA,
4_63,Designed,VBN,EXTRA,
4_63,by,IN,EXTRA,
4_63,NVM,NNP,EXTRA,
4_63,SOLUTIONS,NNP,EXTRA,
4_63,776843023,CD,EXTRA,
4_63,",",",",EXTRA,
4_63,113159693,CD,EXTRA,
7_90,Mega,JJ,SHOP_NAME,
7_90,Mall,NNP,SHOP_NAME,
7_90,Super,NNP,SHOP_NAME,
7_90,Market,NNP,SHOP_NAME,
7_90,114,CD,SHOP_ADDRESS,
7_90,",",",",SHOP_ADDRESS,
7_90,Navalar,NNP,SHOP_ADDRESS,
7_90,Road,NNP,SHOP_ADDRESS,
7_90,",",",",SHOP_ADDRESS,
7_90,Jaffna,NNP,SHOP_ADDRESS,
7_90,TEL,NNP,TELEPHONE_NUMBER,
7_90,:021,VBD,TELEPHONE_NUMBER,
7_90,222,CD,TELEPHONE_NUMBER,
7_90,4343,CD,TELEPHONE_NUMBER,
7_90,"March,21,2019,19:25",NNP,TIME,
7_90,Ref,NNP,INVOICE_NUMBER,
7_90,278139,CD,INVOICE_NUMBER,
7_90,User,NNP,USER,
7_90,sivaa,NN,USER,
7_90,lunch,NN,PRODUCT_NAME,
7_90,"sheet:no,1:50pcs:9113",JJ,PRODUCT_NAME,
7_90,BI00131,NNP,BATCH_CODE,
7_90,:,:,EXTRA,
7_90,1,CD,QTY,
7_90,X,$,EXTRA,
7_90,50,CD,UNIT_PRICE,
7_90,=,NNP,EXTRA,
7_90,50,CD,AMOUNT,
7_90,No,NNP,TOTAL_ITEMS,
7_90,of,IN,TOTAL_ITEMS,
7_90,item,NN,TOTAL_ITEMS,
7_90,:,:,TOTAL_ITEMS,
7_90,1,CD,TOTAL_ITEMS,
7_90,Total,NN,TOTAL,
7_90,:,:,TOTAL,
7_90,RS,JJ,TOTAL,
7_90,50,CD,TOTAL,
7_90,PAID,VBN,CASH,
7_90,By,IN,CASH,
7_90,CASH,NNP,CASH,
7_90,:,:,CASH,
7_90,RS,JJ,CASH,
7_90,100,CD,CASH,
7_90,Change,NN,BALANCE,
7_90,:,:,BALANCE,
7_90,RS,JJ,BALANCE,
7_90,50,CD,BALANCE,
7_90,Thank,NNP,EXTRA,
7_90,You,PRP,EXTRA,
7_90,For,IN,EXTRA,
7_90,Shopping,VBG,EXTRA,
7_90,Notice,NNP,EXTRA,
7_90,Any,NNP,EXTRA,
7_90,Discrepancy,NNP,EXTRA,
7_90,",",",",EXTRA,
7_90,return,VBP,EXTRA,
7_90,the,DT,EXTRA,
7_90,item,NN,EXTRA,
7_90,(,(,EXTRA,
7_90,exchangeable*,NN,EXTRA,
7_90,),),EXTRA,
7_90,&,CC,EXTRA,
7_90,bill,NN,EXTRA,
7_90,within,IN,EXTRA,
7_90,7day,CD,EXTRA,
7_90,s,NNS,EXTRA,
7_90,Designed,VBN,EXTRA,
7_90,by,IN,EXTRA,
7_90,NVM,NNP,EXTRA,
7_90,SOLUTIONS,NNP,EXTRA,
7_90,776843023,CD,EXTRA,
7_90,",",",",EXTRA,
7_90,113159693,CD,EXTRA,
4_56,Mega,JJ,SHOP_NAME,
4_56,Mall,NNP,SHOP_NAME,
4_56,Super,NNP,SHOP_NAME,
4_56,Market,NNP,SHOP_NAME,
4_56,114,CD,SHOP_ADDRESS,
4_56,",",",",SHOP_ADDRESS,
4_56,Navalar,NNP,SHOP_ADDRESS,
4_56,Road,NNP,SHOP_ADDRESS,
4_56,",",",",SHOP_ADDRESS,
4_56,Jaffna,NNP,SHOP_ADDRESS,
4_56,TEL,NNP,TELEPHONE_NUMBER,
4_56,:021,VBD,TELEPHONE_NUMBER,
4_56,222,CD,TELEPHONE_NUMBER,
4_56,4343,CD,TELEPHONE_NUMBER,
4_56,"March,23,2019,07:58",NNP,TIME,
4_56,Ref,NNP,INVOICE_NUMBER,
4_56,278468,CD,INVOICE_NUMBER,
4_56,User,NNP,USER,
4_56,rathi,NN,USER,
4_56,green,JJ,PRODUCT_NAME,
4_56,chille,NN,PRODUCT_NAME,
4_56,VG0012,NNP,BATCH_CODE,
4_56,:,:,EXTRA,
4_56,0.05,CD,QTY,
4_56,X,$,EXTRA,
4_56,180,CD,UNIT_PRICE,
4_56,=,NNP,EXTRA,
4_56,9,CD,AMOUNT,
4_56,No,NNP,TOTAL_ITEMS,
4_56,of,IN,TOTAL_ITEMS,
4_56,item,NN,TOTAL_ITEMS,
4_56,:,:,TOTAL_ITEMS,
4_56,1,CD,TOTAL_ITEMS,
4_56,Total,NN,TOTAL,
4_56,:,:,TOTAL,
4_56,RS,JJ,TOTAL,
4_56,9,CD,TOTAL,
4_56,PAID,VBN,CASH,
4_56,By,IN,CASH,
4_56,CASH,NNP,CASH,
4_56,:,:,CASH,
4_56,RS,JJ,CASH,
4_56,10,CD,CASH,
4_56,Change,NN,BALANCE,
4_56,:,:,BALANCE,
4_56,RS,JJ,BALANCE,
4_56,1,CD,BALANCE,
4_56,Thank,NNP,EXTRA,
4_56,You,PRP,EXTRA,
4_56,For,IN,EXTRA,
4_56,Shopping,VBG,EXTRA,
4_56,Notice,NNP,EXTRA,
4_56,Any,NNP,EXTRA,
4_56,Discrepancy,NNP,EXTRA,
4_56,",",",",EXTRA,
4_56,return,VBP,EXTRA,
4_56,the,DT,EXTRA,
4_56,item,NN,EXTRA,
4_56,(,(,EXTRA,
4_56,exchangeable*,NN,EXTRA,
4_56,),),EXTRA,
4_56,&,CC,EXTRA,
4_56,bill,NN,EXTRA,
4_56,within,IN,EXTRA,
4_56,7day,CD,EXTRA,
4_56,s,NNS,EXTRA,
4_56,Designed,VBN,EXTRA,
4_56,by,IN,EXTRA,
4_56,NVM,NNP,EXTRA,
4_56,SOLUTIONS,NNP,EXTRA,
4_56,776843023,CD,EXTRA,
4_56,",",",",EXTRA,
4_56,113159693,CD,EXTRA,
7_80,Mega,JJ,SHOP_NAME,
7_80,Mall,NNP,SHOP_NAME,
7_80,Super,NNP,SHOP_NAME,
7_80,Market,NNP,SHOP_NAME,
7_80,114,CD,SHOP_ADDRESS,
7_80,",",",",SHOP_ADDRESS,
7_80,Navalar,NNP,SHOP_ADDRESS,
7_80,Road,NNP,SHOP_ADDRESS,
7_80,",",",",SHOP_ADDRESS,
7_80,Jaffna,NNP,SHOP_ADDRESS,
7_80,TEL,NNP,TELEPHONE_NUMBER,
7_80,:021,VBD,TELEPHONE_NUMBER,
7_80,222,CD,TELEPHONE_NUMBER,
7_80,4343,CD,TELEPHONE_NUMBER,
7_80,"March,20,2019,20:44",NNP,TIME,
7_80,Ref,NNP,INVOICE_NUMBER,
7_80,277893,CD,INVOICE_NUMBER,
7_80,User,NNP,USER,
7_80,sivaa,VBD,USER,
7_80,matches:soorya,JJ,PRODUCT_NAME,
7_80,1pcs,CD,PRODUCT_NAME,
7_80,Ti00197d,NN,BATCH_CODE,
7_80,:,:,EXTRA,
7_80,1,CD,QTY,
7_80,X,$,EXTRA,
7_80,8,CD,UNIT_PRICE,
7_80,=,JJ,EXTRA,
7_80,8,CD,AMOUNT,
7_80,munchee:chocolate,JJ,PRODUCT_NAME,
7_80,cream:100g,JJ,PRODUCT_NAME,
7_80,BS00215,NNP,BATCH_CODE,
7_80,:,:,EXTRA,
7_80,1,CD,QTY,
7_80,X,$,EXTRA,
7_80,60,CD,UNIT_PRICE,
7_80,=,NNP,EXTRA,
7_80,60,CD,AMOUNT,
7_80,No,NNP,TOTAL_ITEMS,
7_80,of,IN,TOTAL_ITEMS,
7_80,item,NN,TOTAL_ITEMS,
7_80,:,:,TOTAL_ITEMS,
7_80,2,CD,TOTAL_ITEMS,
7_80,Total,NN,TOTAL,
7_80,:,:,TOTAL,
7_80,RS,JJ,TOTAL,
7_80,68,CD,TOTAL,
7_80,PAID,VBN,CASH,
7_80,By,IN,CASH,
7_80,CASH,NNP,CASH,
7_80,:,:,CASH,
7_80,RS,JJ,CASH,
7_80,70,CD,CASH,
7_80,Change,NN,BALANCE,
7_80,:,:,BALANCE,
7_80,RS,JJ,BALANCE,
7_80,2,CD,BALANCE,
7_80,Thank,NNP,EXTRA,
7_80,You,PRP,EXTRA,
7_80,For,IN,EXTRA,
7_80,Shopping,VBG,EXTRA,
7_80,Notice,NNP,EXTRA,
7_80,Any,NNP,EXTRA,
7_80,Discrepancy,NNP,EXTRA,
7_80,",",",",EXTRA,
7_80,return,VBP,EXTRA,
7_80,the,DT,EXTRA,
7_80,item,NN,EXTRA,
7_80,(,(,EXTRA,
7_80,exchangeable*,NN,EXTRA,
7_80,),),EXTRA,
7_80,&,CC,EXTRA,
7_80,bill,NN,EXTRA,
7_80,within,IN,EXTRA,
7_80,7day,CD,EXTRA,
7_80,s,NNS,EXTRA,
7_80,Designed,VBN,EXTRA,
7_80,by,IN,EXTRA,
7_80,NVM,NNP,EXTRA,
7_80,SOLUTIONS,NNP,EXTRA,
7_80,776843023,CD,EXTRA,
7_80,",",",",EXTRA,
7_80,113159693,CD,EXTRA,
8_38,Mega,JJ,SHOP_NAME,
8_38,Mall,NNP,SHOP_NAME,
8_38,Super,NNP,SHOP_NAME,
8_38,Market,NNP,SHOP_NAME,
8_38,114,CD,SHOP_ADDRESS,
8_38,",",",",SHOP_ADDRESS,
8_38,Navalar,NNP,SHOP_ADDRESS,
8_38,Road,NNP,SHOP_ADDRESS,
8_38,",",",",SHOP_ADDRESS,
8_38,Jaffna,NNP,SHOP_ADDRESS,
8_38,TEL,NNP,TELEPHONE_NUMBER,
8_38,:021,VBD,TELEPHONE_NUMBER,
8_38,222,CD,TELEPHONE_NUMBER,
8_38,4343,CD,TELEPHONE_NUMBER,
8_38,"March,23,2019,19:57",NNP,TIME,
8_38,Ref,NNP,INVOICE_NUMBER,
8_38,278797,CD,INVOICE_NUMBER,
8_38,User,NNP,USER,
8_38,rathi,VBD,USER,
8_38,tofee:1pcs,JJ,PRODUCT_NAME,
8_38,CS00504,NNP,BATCH_CODE,
8_38,:,:,EXTRA,
8_38,1,CD,QTY,
8_38,X,$,EXTRA,
8_38,5,CD,UNIT_PRICE,
8_38,=,NNP,EXTRA,
8_38,5,CD,AMOUNT,
8_38,No,NNP,TOTAL_ITEMS,
8_38,of,IN,TOTAL_ITEMS,
8_38,item,NN,TOTAL_ITEMS,
8_38,:,:,TOTAL_ITEMS,
8_38,1,CD,TOTAL_ITEMS,
8_38,Total,NN,TOTAL,
8_38,:,:,TOTAL,
8_38,RS,JJ,TOTAL,
8_38,5,CD,TOTAL,
8_38,PAID,VBN,CASH,
8_38,By,IN,CASH,
8_38,CASH,NNP,CASH,
8_38,:,:,CASH,
8_38,RS,JJ,CASH,
8_38,5,CD,CASH,
8_38,Change,NN,BALANCE,
8_38,:,:,BALANCE,
8_38,RS,JJ,BALANCE,
8_38,0,CD,BALANCE,
8_38,Thank,NNP,EXTRA,
8_38,You,PRP,EXTRA,
8_38,For,IN,EXTRA,
8_38,Shopping,VBG,EXTRA,
8_38,Notice,NNP,EXTRA,
8_38,Any,NNP,EXTRA,
8_38,Discrepancy,NNP,EXTRA,
8_38,",",",",EXTRA,
8_38,return,VBP,EXTRA,
8_38,the,DT,EXTRA,
8_38,item,NN,EXTRA,
8_38,(,(,EXTRA,
8_38,exchangeable*,NN,EXTRA,
8_38,),),EXTRA,
8_38,&,CC,EXTRA,
8_38,bill,NN,EXTRA,
8_38,within,IN,EXTRA,
8_38,7day,CD,EXTRA,
8_38,s,NNS,EXTRA,
8_38,Designed,VBN,EXTRA,
8_38,by,IN,EXTRA,
8_38,NVM,NNP,EXTRA,
8_38,SOLUTIONS,NNP,EXTRA,
8_38,776843023,CD,EXTRA,
8_38,",",",",EXTRA,
8_38,113159693,CD,EXTRA,
8_32,Mega,JJ,SHOP_NAME,
8_32,Mall,NNP,SHOP_NAME,
8_32,Super,NNP,SHOP_NAME,
8_32,Market,NNP,SHOP_NAME,
8_32,114,CD,SHOP_ADDRESS,
8_32,",",",",SHOP_ADDRESS,
8_32,Navalar,NNP,SHOP_ADDRESS,
8_32,Road,NNP,SHOP_ADDRESS,
8_32,",",",",SHOP_ADDRESS,
8_32,Jaffna,NNP,SHOP_ADDRESS,
8_32,TEL,NNP,TELEPHONE_NUMBER,
8_32,:021,VBD,TELEPHONE_NUMBER,
8_32,222,CD,TELEPHONE_NUMBER,
8_32,4343,CD,TELEPHONE_NUMBER,
8_32,"March,24,2019,00:32",NNP,TIME,
8_32,Ref,NNP,INVOICE_NUMBER,
8_32,278846,CD,INVOICE_NUMBER,
8_32,User,NNP,USER,
8_32,sivaa,NN,USER,
8_32,kri,NN,PRODUCT_NAME,
8_32,samba,VBD,PRODUCT_NAME,
8_32,rice:6616,JJ,PRODUCT_NAME,
8_32,GY00010,NNP,BATCH_CODE,
8_32,:,:,EXTRA,
8_32,1,CD,QTY,
8_32,X,$,EXTRA,
8_32,175,CD,UNIT_PRICE,
8_32,=,JJ,EXTRA,
8_32,175,CD,AMOUNT,
8_32,onion:1kg,JJ,PRODUCT_NAME,
8_32,GY00071,NNP,BATCH_CODE,
8_32,:,:,EXTRA,
8_32,0.25,CD,QTY,
8_32,X,$,EXTRA,
8_32,100,CD,UNIT_PRICE,
8_32,=,NNP,EXTRA,
8_32,25,CD,AMOUNT,
8_32,No,NNP,TOTAL_ITEMS,
8_32,of,IN,TOTAL_ITEMS,
8_32,item,NN,TOTAL_ITEMS,
8_32,:,:,TOTAL_ITEMS,
8_32,2,CD,TOTAL_ITEMS,
8_32,Total,NN,TOTAL,
8_32,:,:,TOTAL,
8_32,RS,JJ,TOTAL,
8_32,200,CD,TOTAL,
8_32,PAID,VBN,CASH,
8_32,By,IN,CASH,
8_32,CASH,NNP,CASH,
8_32,:,:,CASH,
8_32,RS,JJ,CASH,
8_32,200,CD,CASH,
8_32,Change,NN,BALANCE,
8_32,:,:,BALANCE,
8_32,RS,JJ,BALANCE,
8_32,0,CD,BALANCE,
8_32,Thank,NNP,EXTRA,
8_32,You,PRP,EXTRA,
8_32,For,IN,EXTRA,
8_32,Shopping,VBG,EXTRA,
8_32,Notice,NNP,EXTRA,
8_32,Any,NNP,EXTRA,
8_32,Discrepancy,NNP,EXTRA,
8_32,",",",",EXTRA,
8_32,return,VBP,EXTRA,
8_32,the,DT,EXTRA,
8_32,item,NN,EXTRA,
8_32,(,(,EXTRA,
8_32,exchangeable*,NN,EXTRA,
8_32,),),EXTRA,
8_32,&,CC,EXTRA,
8_32,bill,NN,EXTRA,
8_32,within,IN,EXTRA,
8_32,7day,CD,EXTRA,
8_32,s,NNS,EXTRA,
8_32,Designed,VBN,EXTRA,
8_32,by,IN,EXTRA,
8_32,NVM,NNP,EXTRA,
8_32,SOLUTIONS,NNP,EXTRA,
8_32,776843023,CD,EXTRA,
8_32,",",",",EXTRA,
8_32,113159693,CD,EXTRA,
7_79,Mega,JJ,SHOP_NAME,
7_79,Mall,NNP,SHOP_NAME,
7_79,Super,NNP,SHOP_NAME,
7_79,Market,NNP,SHOP_NAME,
7_79,114,CD,SHOP_ADDRESS,
7_79,",",",",SHOP_ADDRESS,
7_79,Navalar,NNP,SHOP_ADDRESS,
7_79,Road,NNP,SHOP_ADDRESS,
7_79,",",",",SHOP_ADDRESS,
7_79,Jaffna,NNP,SHOP_ADDRESS,
7_79,TEL,NNP,TELEPHONE_NUMBER,
7_79,:021,VBD,TELEPHONE_NUMBER,
7_79,222,CD,TELEPHONE_NUMBER,
7_79,4343,CD,TELEPHONE_NUMBER,
7_79,"March,21,2019,09:16",NNP,TIME,
7_79,Ref,NNP,INVOICE_NUMBER,
7_79,277918,CD,INVOICE_NUMBER,
7_79,User,NNP,USER,
7_79,sivaa,VBD,USER,
7_79,tofee:1pcs,JJ,PRODUCT_NAME,
7_79,CS00503,NNP,BATCH_CODE,
7_79,:,:,EXTRA,
7_79,3,CD,QTY,
7_79,X,$,EXTRA,
7_79,3,CD,UNIT_PRICE,
7_79,=,NNP,EXTRA,
7_79,9,CD,AMOUNT,
7_79,No,NNP,TOTAL_ITEMS,
7_79,of,IN,TOTAL_ITEMS,
7_79,item,NN,TOTAL_ITEMS,
7_79,:,:,TOTAL_ITEMS,
7_79,1,CD,TOTAL_ITEMS,
7_79,Total,NN,TOTAL,
7_79,:,:,TOTAL,
7_79,RS,JJ,TOTAL,
7_79,9,CD,TOTAL,
7_79,PAID,VBN,CASH,
7_79,By,IN,CASH,
7_79,CASH,NNP,CASH,
7_79,:,:,CASH,
7_79,RS,JJ,CASH,
7_79,10,CD,CASH,
7_79,Change,NN,BALANCE,
7_79,:,:,BALANCE,
7_79,RS,JJ,BALANCE,
7_79,1,CD,BALANCE,
7_79,Thank,NNP,EXTRA,
7_79,You,PRP,EXTRA,
7_79,For,IN,EXTRA,
7_79,Shopping,VBG,EXTRA,
7_79,Notice,NNP,EXTRA,
7_79,Any,NNP,EXTRA,
7_79,Discrepancy,NNP,EXTRA,
7_79,",",",",EXTRA,
7_79,return,VBP,EXTRA,
7_79,the,DT,EXTRA,
7_79,item,NN,EXTRA,
7_79,(,(,EXTRA,
7_79,exchangeable*,NN,EXTRA,
7_79,),),EXTRA,
7_79,&,CC,EXTRA,
7_79,bill,NN,EXTRA,
7_79,within,IN,EXTRA,
7_79,7day,CD,EXTRA,
7_79,s,NNS,EXTRA,
7_79,Designed,VBN,EXTRA,
7_79,by,IN,EXTRA,
7_79,NVM,NNP,EXTRA,
7_79,SOLUTIONS,NNP,EXTRA,
7_79,776843023,CD,EXTRA,
7_79,",",",",EXTRA,
7_79,113159693,CD,EXTRA,
8_26,Mega,JJ,SHOP_NAME,
8_26,Mall,NNP,SHOP_NAME,
8_26,Super,NNP,SHOP_NAME,
8_26,Market,NNP,SHOP_NAME,
8_26,114,CD,SHOP_ADDRESS,
8_26,",",",",SHOP_ADDRESS,
8_26,Navalar,NNP,SHOP_ADDRESS,
8_26,Road,NNP,SHOP_ADDRESS,
8_26,",",",",SHOP_ADDRESS,
8_26,Jaffna,NNP,SHOP_ADDRESS,
8_26,TEL,NNP,TELEPHONE_NUMBER,
8_26,:021,VBD,TELEPHONE_NUMBER,
8_26,222,CD,TELEPHONE_NUMBER,
8_26,4343,CD,TELEPHONE_NUMBER,
8_26,"March,23,2019,10:36",NNP,TIME,
8_26,Ref,NNP,INVOICE_NUMBER,
8_26,278753,CD,INVOICE_NUMBER,
8_26,User,NNP,USER,
8_26,sivaa,NN,USER,
8_26,coca,NN,PRODUCT_NAME,
8_26,cola:250ml,JJ,PRODUCT_NAME,
8_26,BV00949,NNP,BATCH_CODE,
8_26,:,:,EXTRA,
8_26,1,CD,QTY,
8_26,X,$,EXTRA,
8_26,60,CD,UNIT_PRICE,
8_26,=,JJ,EXTRA,
8_26,60,CD,AMOUNT,
8_26,fanta:portello:250ml,JJ,PRODUCT_NAME,
8_26,BV01006,NNP,BATCH_CODE,
8_26,:,:,EXTRA,
8_26,1,CD,QTY,
8_26,X,$,EXTRA,
8_26,60,CD,UNIT_PRICE,
8_26,=,JJ,EXTRA,
8_26,60,CD,AMOUNT,
8_26,salt:lanka:1kg,JJ,PRODUCT_NAME,
8_26,GY00152,NNP,BATCH_CODE,
8_26,:,:,EXTRA,
8_26,2,CD,QTY,
8_26,X,$,EXTRA,
8_26,60,CD,UNIT_PRICE,
8_26,=,NNP,EXTRA,
8_26,120,CD,AMOUNT,
8_26,No,NNP,TOTAL_ITEMS,
8_26,of,IN,TOTAL_ITEMS,
8_26,item,NN,TOTAL_ITEMS,
8_26,:,:,TOTAL_ITEMS,
8_26,3,CD,TOTAL_ITEMS,
8_26,Total,NN,TOTAL,
8_26,:,:,TOTAL,
8_26,RS,JJ,TOTAL,
8_26,240,CD,TOTAL,
8_26,PAID,VBN,CASH,
8_26,By,IN,CASH,
8_26,CASH,NNP,CASH,
8_26,:,:,CASH,
8_26,RS,JJ,CASH,
8_26,1000,CD,CASH,
8_26,Change,NN,BALANCE,
8_26,:,:,BALANCE,
8_26,RS,JJ,BALANCE,
8_26,760,CD,BALANCE,
8_26,Thank,NNP,EXTRA,
8_26,You,PRP,EXTRA,
8_26,For,IN,EXTRA,
8_26,Shopping,VBG,EXTRA,
8_26,Notice,NNP,EXTRA,
8_26,Any,NNP,EXTRA,
8_26,Discrepancy,NNP,EXTRA,
8_26,",",",",EXTRA,
8_26,return,VBP,EXTRA,
8_26,the,DT,EXTRA,
8_26,item,NN,EXTRA,
8_26,(,(,EXTRA,
8_26,exchangeable*,NN,EXTRA,
8_26,),),EXTRA,
8_26,&,CC,EXTRA,
8_26,bill,NN,EXTRA,
8_26,within,IN,EXTRA,
8_26,7day,CD,EXTRA,
8_26,s,NNS,EXTRA,
8_26,Designed,VBN,EXTRA,
8_26,by,IN,EXTRA,
8_26,NVM,NNP,EXTRA,
8_26,SOLUTIONS,NNP,EXTRA,
8_26,776843023,CD,EXTRA,
8_26,",",",",EXTRA,
8_26,113159693,CD,EXTRA,
7_81,Mega,JJ,SHOP_NAME,
7_81,Mall,NNP,SHOP_NAME,
7_81,Super,NNP,SHOP_NAME,
7_81,Market,NNP,SHOP_NAME,
7_81,114,CD,SHOP_ADDRESS,
7_81,",",",",SHOP_ADDRESS,
7_81,Navalar,NNP,SHOP_ADDRESS,
7_81,Road,NNP,SHOP_ADDRESS,
7_81,",",",",SHOP_ADDRESS,
7_81,Jaffna,NNP,SHOP_ADDRESS,
7_81,TEL,NNP,TELEPHONE_NUMBER,
7_81,:021,VBD,TELEPHONE_NUMBER,
7_81,222,CD,TELEPHONE_NUMBER,
7_81,4343,CD,TELEPHONE_NUMBER,
7_81,"March,21,2019,17:46",NNP,TIME,
