receipt_index,receipt_number,word,POS,tag,Unnamed: 4
380,4_8,",",",",SHOP_ADDRESS,`
380,4_8,Jaffna,NNP,SHOP_ADDRESS,`
380,4_8,TEL,NNP,TELEPHONE_NUMBER,`
380,4_8,:021,VBD,TELEPHONE_NUMBER,`
380,4_8,222,CD,TELEPHONE_NUMBER,`
380,4_8,4343,CD,TELEPHONE_NUMBER,`
380,4_8,"March,19,2019,17:43",NNP,TIME,`
380,4_8,Ref,NNP,INVOICE_NUMBER,`
380,4_8,277467,CD,INVOICE_NUMBER,`
380,4_8,User,NNP,USER,`
380,4_8,sivaa,NN,USER,`
380,4_8,Milk,NNP,PRODUCT_NAME,`
380,4_8,powdernespray:nestle:75g,JJ,PRODUCT_NAME,`
380,4_8,MP00927,NNP,BATCH_CODE,`
380,4_8,1,NNP,QTY,`
380,4_8,65,NNP,UNIT_PRICE,`
380,4_8,65,CD,AMOUNT,`
380,4_8,Sugar:1301,JJ,PRODUCT_NAME,`
380,4_8,GY00001,NNP,BATCH_CODE,`
380,4_8,:,:,EXTRA,`
380,4_8,0.5,CD,QTY,`
380,4_8,X,$,EXTRA,`
380,4_8,105,CD,UNIT_PRICE,`
380,4_8,=,NNP,EXTRA,`
380,4_8,52.5,CD,AMOUNT,`
380,4_8,No,NNP,TOTAL_ITEMS,`
380,4_8,of,IN,TOTAL_ITEMS,`
380,4_8,item,NN,TOTAL_ITEMS,`
380,4_8,:,:,TOTAL_ITEMS,`
380,4_8,2,CD,TOTAL_ITEMS,`
380,4_8,Total,NN,TOTAL,`
380,4_8,:,:,TOTAL,`
380,4_8,RS,JJ,TOTAL,`
380,4_8,117.5,CD,TOTAL,`
380,4_8,PAID,VBN,CASH,`
380,4_8,By,IN,CASH,`
380,4_8,CASH,NNP,CASH,`
380,4_8,:,:,CASH,`
380,4_8,RS,JJ,CASH,`
380,4_8,150,CD,CASH,`
380,4_8,Change,NN,BALANCE,`
380,4_8,:,:,BALANCE,`
380,4_8,RS,JJ,BALANCE,`
380,4_8,32.5,CD,BALANCE,`
380,4_8,Thank,NNP,EXTRA,`
380,4_8,You,PRP,EXTRA,`
380,4_8,For,IN,EXTRA,`
380,4_8,Shopping,VBG,EXTRA,`
380,4_8,Notice,NNP,EXTRA,`
380,4_8,Any,NNP,EXTRA,`
380,4_8,Discrepancy,NNP,EXTRA,`
380,4_8,",",",",EXTRA,`
380,4_8,return,VBP,EXTRA,`
380,4_8,the,DT,EXTRA,`
380,4_8,item,NN,EXTRA,`
380,4_8,(,(,EXTRA,`
380,4_8,exchangeable*,NN,EXTRA,`
380,4_8,),),EXTRA,`
380,4_8,&,CC,EXTRA,`
380,4_8,bill,NN,EXTRA,`
380,4_8,within,IN,EXTRA,`
380,4_8,7day,CD,EXTRA,`
380,4_8,s,NNS,EXTRA,`
380,4_8,Designed,VBN,EXTRA,`
380,4_8,by,IN,EXTRA,`
380,4_8,NVM,NNP,EXTRA,`
380,4_8,SOLUTIONS,NNP,EXTRA,`
380,4_8,776843023,CD,EXTRA,`
380,4_8,",",",",EXTRA,`
380,4_8,113159693,CD,EXTRA,`
381,7_7,Mega,JJ,SHOP_NAME,`
381,7_7,Mall,NNP,SHOP_NAME,`
381,7_7,Super,NNP,SHOP_NAME,`
381,7_7,Market,NNP,SHOP_NAME,`
381,7_7,114,CD,SHOP_ADDRESS,`
381,7_7,",",",",SHOP_ADDRESS,`
381,7_7,Navalar,NNP,SHOP_ADDRESS,`
381,7_7,Road,NNP,SHOP_ADDRESS,`
381,7_7,",",",",SHOP_ADDRESS,`
381,7_7,Jaffna,NNP,SHOP_ADDRESS,`
381,7_7,TEL,NNP,TELEPHONE_NUMBER,`
381,7_7,:021,VBD,TELEPHONE_NUMBER,`
381,7_7,222,CD,TELEPHONE_NUMBER,`
381,7_7,4343,CD,TELEPHONE_NUMBER,`
381,7_7,"March,20,2019,08:48",NNP,TIME,`
381,7_7,Ref,NNP,INVOICE_NUMBER,`
381,7_7,277577,CD,INVOICE_NUMBER,`
381,7_7,User,NNP,USER,`
381,7_7,sivaa,NN,USER,`
381,7_7,Coconut,NNP,PRODUCT_NAME,`
381,7_7,VG0030,NNP,BATCH_CODE,`
381,7_7,1,NNP,QTY,`
381,7_7,45,NNP,UNIT_PRICE,`
381,7_7,45,CD,AMOUNT,`
381,7_7,No,NN,TOTAL_ITEMS,`
381,7_7,of,IN,TOTAL_ITEMS,`
381,7_7,item,NN,TOTAL_ITEMS,`
381,7_7,:,:,TOTAL_ITEMS,`
381,7_7,1,CD,TOTAL_ITEMS,`
381,7_7,Total,NN,TOTAL,`
381,7_7,:,:,TOTAL,`
381,7_7,RS,JJ,TOTAL,`
381,7_7,45,CD,TOTAL,`
381,7_7,PAID,VBN,CASH,`
381,7_7,By,IN,CASH,`
381,7_7,CASH,NNP,CASH,`
381,7_7,:,:,CASH,`
381,7_7,RS,JJ,CASH,`
381,7_7,50,CD,CASH,`
381,7_7,Change,NN,BALANCE,`
381,7_7,:,:,BALANCE,`
381,7_7,RS,JJ,BALANCE,`
381,7_7,5,CD,BALANCE,`
381,7_7,Thank,NNP,EXTRA,`
381,7_7,You,PRP,EXTRA,`
381,7_7,For,IN,EXTRA,`
381,7_7,Shopping,VBG,EXTRA,`
381,7_7,Notice,NNP,EXTRA,`
381,7_7,Any,NNP,EXTRA,`
381,7_7,Discrepancy,NNP,EXTRA,`
381,7_7,",",",",EXTRA,`
381,7_7,return,VBP,EXTRA,`
381,7_7,the,DT,EXTRA,`
381,7_7,item,NN,EXTRA,`
381,7_7,(,(,EXTRA,`
381,7_7,exchangeable*,NN,EXTRA,`
381,7_7,),),EXTRA,`
381,7_7,&,CC,EXTRA,`
381,7_7,bill,NN,EXTRA,`
381,7_7,within,IN,EXTRA,`
381,7_7,7day,CD,EXTRA,`
381,7_7,s,NNS,EXTRA,`
381,7_7,Designed,VBN,EXTRA,`
381,7_7,by,IN,EXTRA,`
381,7_7,NVM,NNP,EXTRA,`
381,7_7,SOLUTIONS,NNP,EXTRA,`
381,7_7,776843023,CD,EXTRA,`
381,7_7,",",",",EXTRA,`
381,7_7,113159693,CD,EXTRA,`
382,4_11,Mega,JJ,SHOP_NAME,`
382,4_11,Mall,NNP,SHOP_NAME,`
382,4_11,Super,NNP,SHOP_NAME,`
382,4_11,Market,NNP,SHOP_NAME,`
382,4_11,114,CD,SHOP_ADDRESS,`
382,4_11,",",",",SHOP_ADDRESS,`
382,4_11,Navalar,NNP,SHOP_ADDRESS,`
382,4_11,Road,NNP,SHOP_ADDRESS,`
382,4_11,",",",",SHOP_ADDRESS,`
382,4_11,Jaffna,NNP,SHOP_ADDRESS,`
382,4_11,TEL,NNP,TELEPHONE_NUMBER,`
382,4_11,:021,VBD,TELEPHONE_NUMBER,`
382,4_11,222,CD,TELEPHONE_NUMBER,`
382,4_11,4343,CD,TELEPHONE_NUMBER,`
382,4_11,"March,18,2019,20:38",NNP,TIME,`
382,4_11,Ref,NNP,INVOICE_NUMBER,`
382,4_11,277473,CD,INVOICE_NUMBER,`
382,4_11,User,NNP,USER,`
382,4_11,sivaa,NN,USER,`
382,4_11,Happy,NNP,PRODUCT_NAME,`
382,4_11,dent:10.2g,JJ,PRODUCT_NAME,`
382,4_11,CS00242,NNP,BATCH_CODE,`
382,4_11,:,:,EXTRA,`
382,4_11,1X,CD,QTY,`
382,4_11,30,CD,UNIT_PRICE,`
382,4_11,=,JJ,EXTRA,`
382,4_11,30,CD,AMOUNT,`
382,4_11,Hutch,NNP,PRODUCT_NAME,`
382,4_11,card:99/=,NN,PRODUCT_NAME,`
382,4_11,RD00306,NNP,BATCH_CODE,`
382,4_11,1,NNP,QTY,`
382,4_11,99,NNP,UNIT_PRICE,`
382,4_11,99,CD,AMOUNT,`
382,4_11,Munchee:stix:rolled,JJ,PRODUCT_NAME,`
382,4_11,wafer:chocolate,JJ,PRODUCT_NAME,`
382,4_11,:,:,PRODUCT_NAME,`
382,4_11,70g,CD,PRODUCT_NAME,`
382,4_11,CS00553,NNP,BATCH_CODE,`
382,4_11,1,NNP,QTY,`
382,4_11,20,NNP,UNIT_PRICE,`
382,4_11,20,CD,AMOUNT,`
382,4_11,No,NNP,TOTAL_ITEMS,`
382,4_11,of,IN,TOTAL_ITEMS,`
382,4_11,item,NN,TOTAL_ITEMS,`
382,4_11,:,:,TOTAL_ITEMS,`
382,4_11,3,CD,TOTAL_ITEMS,`
382,4_11,Total,NN,TOTAL,`
382,4_11,:,:,TOTAL,`
382,4_11,RS,JJ,TOTAL,`
382,4_11,149,CD,TOTAL,`
382,4_11,PAID,VBN,CASH,`
382,4_11,By,IN,CASH,`
382,4_11,CARD,NNP,CASH,`
382,4_11,:,:,CASH,`
382,4_11,RS,JJ,CASH,`
382,4_11,149,CD,CASH,`
382,4_11,Change,NN,BALANCE,`
382,4_11,:,:,BALANCE,`
382,4_11,RS,JJ,BALANCE,`
382,4_11,0,CD,BALANCE,`
382,4_11,Thank,NNP,EXTRA,`
382,4_11,You,PRP,EXTRA,`
382,4_11,For,IN,EXTRA,`
382,4_11,Shopping,VBG,EXTRA,`
382,4_11,Notice,NNP,EXTRA,`
382,4_11,Any,NNP,EXTRA,`
382,4_11,Discrepancy,NNP,EXTRA,`
382,4_11,",",",",EXTRA,`
382,4_11,return,VBP,EXTRA,`
382,4_11,the,DT,EXTRA,`
382,4_11,item,NN,EXTRA,`
382,4_11,(,(,EXTRA,`
382,4_11,exchangeable*,NN,EXTRA,`
382,4_11,),),EXTRA,`
382,4_11,&,CC,EXTRA,`
382,4_11,bill,NN,EXTRA,`
382,4_11,within,IN,EXTRA,`
382,4_11,7day,CD,EXTRA,`
382,4_11,s,NNS,EXTRA,`
382,4_11,Designed,VBN,EXTRA,`
382,4_11,by,IN,EXTRA,`
382,4_11,NVM,NNP,EXTRA,`
382,4_11,SOLUTIONS,NNP,EXTRA,`
382,4_11,776843023,CD,EXTRA,`
382,4_11,",",",",EXTRA,`
382,4_11,113159693,CD,EXTRA,`
383,7_6,Mega,JJ,SHOP_NAME,`
383,7_6,Mall,NNP,SHOP_NAME,`
383,7_6,Super,NNP,SHOP_NAME,`
383,7_6,Market,NNP,SHOP_NAME,`
383,7_6,114,CD,SHOP_ADDRESS,`
383,7_6,",",",",SHOP_ADDRESS,`
383,7_6,Navalar,NNP,SHOP_ADDRESS,`
383,7_6,Road,NNP,SHOP_ADDRESS,`
383,7_6,",",",",SHOP_ADDRESS,`
383,7_6,Jaffna,NNP,SHOP_ADDRESS,`
383,7_6,TEL,NNP,TELEPHONE_NUMBER,`
383,7_6,:021,VBD,TELEPHONE_NUMBER,`
383,7_6,222,CD,TELEPHONE_NUMBER,`
383,7_6,4343,CD,TELEPHONE_NUMBER,`
383,7_6,"March,22,2019,13:51",NNP,TIME,`
383,7_6,Ref,NNP,INVOICE_NUMBER,`
383,7_6,278279,CD,INVOICE_NUMBER,`
383,7_6,User,NNP,USER,`
383,7_6,sivaa,VBD,USER,`
383,7_6,Maharaja:chakki,NNP,PRODUCT_NAME,`
383,7_6,fresh,JJ,PRODUCT_NAME,`
383,7_6,atta:1kg,JJ,PRODUCT_NAME,`
383,7_6,GY02533,NNP,BATCH_CODE,`
383,7_6,:,:,EXTRA,`
383,7_6,1,CD,QTY,`
383,7_6,X,$,EXTRA,`
383,7_6,165,CD,UNIT_PRICE,`
383,7_6,=,JJ,EXTRA,`
383,7_6,165,CD,AMOUNT,`
383,7_6,Seththal:1434,JJ,PRODUCT_NAME,`
383,7_6,MM00561,NNP,BATCH_CODE,`
383,7_6,0.25,CD,QTY,`
383,7_6,350,CD,UNIT_PRICE,`
383,7_6,87.5,CD,AMOUNT,`
383,7_6,Yellow,JJ,PRODUCT_NAME,`
383,7_6,paruppu:7941,JJ,PRODUCT_NAME,`
383,7_6,MM00570,NNP,BATCH_CODE,`
383,7_6,0.5,CD,QTY,`
383,7_6,160,CD,UNIT_PRICE,`
383,7_6,80,CD,AMOUNT,`
383,7_6,No,NNP,TOTAL_ITEMS,`
383,7_6,of,IN,TOTAL_ITEMS,`
383,7_6,item,NN,TOTAL_ITEMS,`
383,7_6,:,:,TOTAL_ITEMS,`
383,7_6,3,CD,TOTAL_ITEMS,`
383,7_6,Total,NN,TOTAL,`
383,7_6,:,:,TOTAL,`
383,7_6,RS,JJ,TOTAL,`
383,7_6,332.5,CD,TOTAL,`
383,7_6,PAID,VBN,CASH,`
383,7_6,By,IN,CASH,`
383,7_6,CASH,NNP,CASH,`
383,7_6,:,:,CASH,`
383,7_6,RS,JJ,CASH,`
383,7_6,540,CD,CASH,`
383,7_6,Change,NN,BALANCE,`
383,7_6,:,:,BALANCE,`
383,7_6,RS,JJ,BALANCE,`
383,7_6,207.5,CD,BALANCE,`
383,7_6,Thank,NNP,EXTRA,`
383,7_6,You,PRP,EXTRA,`
383,7_6,For,IN,EXTRA,`
383,7_6,Shopping,VBG,EXTRA,`
383,7_6,Notice,NNP,EXTRA,`
383,7_6,Any,NNP,EXTRA,`
383,7_6,Discrepancy,NNP,EXTRA,`
383,7_6,",",",",EXTRA,`
383,7_6,return,VBP,EXTRA,`
383,7_6,the,DT,EXTRA,`
383,7_6,item,NN,EXTRA,`
383,7_6,(,(,EXTRA,`
383,7_6,exchangeable*,NN,EXTRA,`
383,7_6,),),EXTRA,`
383,7_6,&,CC,EXTRA,`
383,7_6,bill,NN,EXTRA,`
383,7_6,within,IN,EXTRA,`
383,7_6,7day,CD,EXTRA,`
383,7_6,s,NNS,EXTRA,`
383,7_6,Designed,VBN,EXTRA,`
383,7_6,by,IN,EXTRA,`
383,7_6,NVM,NNP,EXTRA,`
383,7_6,SOLUTIONS,NNP,EXTRA,`
383,7_6,776843023,CD,EXTRA,`
383,7_6,",",",",EXTRA,`
383,7_6,113159693,CD,EXTRA,`
384,22_15,Mega,JJ,SHOP_NAME,`
384,22_15,Mall,NNP,SHOP_NAME,`
384,22_15,Super,NNP,SHOP_NAME,`
384,22_15,Market,NNP,SHOP_NAME,`
384,22_15,114,CD,SHOP_ADDRESS,`
384,22_15,",",",",SHOP_ADDRESS,`
384,22_15,Navalar,NNP,SHOP_ADDRESS,`
384,22_15,Road,NNP,SHOP_ADDRESS,`
384,22_15,",",",",SHOP_ADDRESS,`
384,22_15,Jaffna,NNP,SHOP_ADDRESS,`
384,22_15,TEL,NNP,TELEPHONE_NUMBER,`
384,22_15,:021,VBD,TELEPHONE_NUMBER,`
384,22_15,222,CD,TELEPHONE_NUMBER,`
384,22_15,4343,CD,TELEPHONE_NUMBER,`
384,22_15,"April,06,2019,11:20",NNP,TIME,`
384,22_15,Ref,NNP,INVOICE_NUMBER,`
384,22_15,282653,CD,INVOICE_NUMBER,`
384,22_15,User,NNP,USER,`
384,22_15,sivaa,VBD,USER,`
384,22_15,toffee:1pcs,JJ,PRODUCT_NAME,`
384,22_15,CS00502,NNP,BATCH_CODE,`
384,22_15,:,:,EXTRA,`
384,22_15,6X,CD,QTY,`
384,22_15,2,CD,UNIT_PRICE,`
384,22_15,=,NNS,EXTRA,`
384,22_15,12,CD,AMOUNT,`
384,22_15,No,NNP,TOTAL_ITEMS,`
384,22_15,of,IN,TOTAL_ITEMS,`
384,22_15,item,NN,TOTAL_ITEMS,`
384,22_15,:,:,TOTAL_ITEMS,`
384,22_15,1,CD,TOTAL_ITEMS,`
384,22_15,Total,NN,TOTAL,`
384,22_15,:,:,TOTAL,`
384,22_15,RS,JJ,TOTAL,`
384,22_15,12,CD,TOTAL,`
384,22_15,PAID,VBN,CASH,`
384,22_15,By,IN,CASH,`
384,22_15,CASH,NNP,CASH,`
384,22_15,:,:,CASH,`
384,22_15,RS,JJ,CASH,`
384,22_15,12,CD,CASH,`
384,22_15,Change,NN,BALANCE,`
384,22_15,:,:,BALANCE,`
384,22_15,RS,JJ,BALANCE,`
384,22_15,0,CD,BALANCE,`
384,22_15,Thank,NNP,EXTRA,`
384,22_15,You,PRP,EXTRA,`
384,22_15,For,IN,EXTRA,`
384,22_15,Shopping,VBG,EXTRA,`
384,22_15,Notice,NNP,EXTRA,`
384,22_15,Any,NNP,EXTRA,`
384,22_15,Discrepancy,NNP,EXTRA,`
384,22_15,",",",",EXTRA,`
384,22_15,return,VBP,EXTRA,`
384,22_15,the,DT,EXTRA,`
384,22_15,item,NN,EXTRA,`
384,22_15,(,(,EXTRA,`
384,22_15,exchangeable*,NN,EXTRA,`
384,22_15,),),EXTRA,`
384,22_15,&,CC,EXTRA,`
384,22_15,bill,NN,EXTRA,`
384,22_15,within,IN,EXTRA,`
384,22_15,7day,CD,EXTRA,`
384,22_15,s,NNS,EXTRA,`
384,22_15,Designed,VBN,EXTRA,`
384,22_15,by,IN,EXTRA,`
384,22_15,NVM,NNP,EXTRA,`
384,22_15,SOLUTIONS,NNP,EXTRA,`
384,22_15,776843023,CD,EXTRA,`
384,22_15,",",",",EXTRA,`
384,22_15,113159693,CD,EXTRA,`
385,7_17,Mega,JJ,SHOP_NAME,`
385,7_17,Mall,NNP,SHOP_NAME,`
385,7_17,Super,NNP,SHOP_NAME,`
385,7_17,Market,NNP,SHOP_NAME,`
385,7_17,114,CD,SHOP_ADDRESS,`
385,7_17,",",",",SHOP_ADDRESS,`
385,7_17,Navalar,NNP,SHOP_ADDRESS,`
385,7_17,Road,NNP,SHOP_ADDRESS,`
385,7_17,",",",",SHOP_ADDRESS,`
385,7_17,Jaffna,NNP,SHOP_ADDRESS,`
385,7_17,TEL,NNP,TELEPHONE_NUMBER,`
385,7_17,:021,VBD,TELEPHONE_NUMBER,`
385,7_17,222,CD,TELEPHONE_NUMBER,`
385,7_17,4343,CD,TELEPHONE_NUMBER,`
385,7_17,"March,22,2019,09:03",NNP,TIME,`
385,7_17,Ref,NNP,INVOICE_NUMBER,`
385,7_17,278203,CD,INVOICE_NUMBER,`
385,7_17,User,NNP,USER,`
385,7_17,sivaa,VBD,USER,`
385,7_17,One,CD,PRODUCT_NAME,`
385,7_17,day,NN,PRODUCT_NAME,`
385,7_17,cup:7770,JJ,PRODUCT_NAME,`
385,7_17,BI00102,NNP,BATCH_CODE,`
385,7_17,1,NNP,QTY,`
385,7_17,2.5,NNP,UNIT_PRICE,`
385,7_17,2.5,CD,AMOUNT,`
385,7_17,No,NNP,TOTAL_ITEMS,`
385,7_17,of,IN,TOTAL_ITEMS,`
385,7_17,item,NN,TOTAL_ITEMS,`
385,7_17,:,:,TOTAL_ITEMS,`
385,7_17,1,CD,TOTAL_ITEMS,`
385,7_17,Total,NN,TOTAL,`
385,7_17,:,:,TOTAL,`
385,7_17,RS,JJ,TOTAL,`
385,7_17,2.5,CD,TOTAL,`
385,7_17,PAID,VBN,CASH,`
385,7_17,By,IN,CASH,`
385,7_17,CASH,NNP,CASH,`
385,7_17,:,:,CASH,`
385,7_17,RS,JJ,CASH,`
385,7_17,2.5,CD,CASH,`
385,7_17,Change,NN,BALANCE,`
385,7_17,:,:,BALANCE,`
385,7_17,RS,JJ,BALANCE,`
385,7_17,0,CD,BALANCE,`
385,7_17,Thank,NNP,EXTRA,`
385,7_17,You,PRP,EXTRA,`
385,7_17,For,IN,EXTRA,`
385,7_17,Shopping,VBG,EXTRA,`
385,7_17,Notice,NNP,EXTRA,`
385,7_17,Any,NNP,EXTRA,`
385,7_17,Discrepancy,NNP,EXTRA,`
385,7_17,",",",",EXTRA,`
385,7_17,return,VBP,EXTRA,`
385,7_17,the,DT,EXTRA,`
385,7_17,item,NN,EXTRA,`
385,7_17,(,(,EXTRA,`
385,7_17,exchangeable*,NN,EXTRA,`
385,7_17,),),EXTRA,`
385,7_17,&,CC,EXTRA,`
385,7_17,bill,NN,EXTRA,`
385,7_17,within,IN,EXTRA,`
385,7_17,7day,CD,EXTRA,`
385,7_17,s,NNS,EXTRA,`
385,7_17,Designed,VBN,EXTRA,`
385,7_17,by,IN,EXTRA,`
385,7_17,NVM,NNP,EXTRA,`
385,7_17,SOLUTIONS,NNP,EXTRA,`
385,7_17,776843023,CD,EXTRA,`
385,7_17,",",",",EXTRA,`
385,7_17,113159693,CD,EXTRA,`
386,7_4,Mega,JJ,SHOP_NAME,`
386,7_4,Mall,NNP,SHOP_NAME,`
386,7_4,Super,NNP,SHOP_NAME,`
386,7_4,Market,NNP,SHOP_NAME,`
386,7_4,114,CD,SHOP_ADDRESS,`
386,7_4,",",",",SHOP_ADDRESS,`
386,7_4,Navalar,NNP,SHOP_ADDRESS,`
386,7_4,Road,NNP,SHOP_ADDRESS,`
386,7_4,",",",",SHOP_ADDRESS,`
386,7_4,Jaffna,NNP,SHOP_ADDRESS,`
386,7_4,TEL,NNP,TELEPHONE_NUMBER,`
386,7_4,:021,VBD,TELEPHONE_NUMBER,`
386,7_4,222,CD,TELEPHONE_NUMBER,`
386,7_4,4343,CD,TELEPHONE_NUMBER,`
386,7_4,"March,18,2019,12:42",NNP,TIME,`
386,7_4,Ref,NNP,INVOICE_NUMBER,`
386,7_4,277096,CD,INVOICE_NUMBER,`
386,7_4,User,NNP,USER,`
386,7_4,sivaa,VBD,USER,`
386,7_4,Munchee:stix:rolled,NNP,PRODUCT_NAME,`
386,7_4,wafer,NN,PRODUCT_NAME,`
386,7_4,:,:,PRODUCT_NAME,`
386,7_4,chocolate,NN,PRODUCT_NAME,`
386,7_4,:,:,PRODUCT_NAME,`
386,7_4,70g,CD,PRODUCT_NAME,`
386,7_4,CS00553,NN,BATCH_CODE,`
386,7_4,:,:,EXTRA,`
386,7_4,1,CD,QTY,`
386,7_4,X,$,EXTRA,`
386,7_4,20,CD,UNIT_PRICE,`
386,7_4,=,JJ,EXTRA,`
386,7_4,20,CD,AMOUNT,`
386,7_4,Wonder,NNP,PRODUCT_NAME,`
386,7_4,cone:vanila:elephant:120ml,JJ,PRODUCT_NAME,`
386,7_4,IC00105,NNP,BATCH_CODE,`
386,7_4,1,NNP,QTY,`
386,7_4,60,NNP,UNIT_PRICE,`
386,7_4,60,CD,AMOUNT,`
386,7_4,No,NNP,TOTAL_ITEMS,`
386,7_4,of,IN,TOTAL_ITEMS,`
386,7_4,item,NN,TOTAL_ITEMS,`
386,7_4,:,:,TOTAL_ITEMS,`
386,7_4,2,CD,TOTAL_ITEMS,`
386,7_4,Total,NN,TOTAL,`
386,7_4,:,:,TOTAL,`
386,7_4,RS,JJ,TOTAL,`
386,7_4,80,CD,TOTAL,`
386,7_4,PAID,VBN,CASH,`
386,7_4,By,IN,CASH,`
386,7_4,CASH,NNP,CASH,`
386,7_4,:,:,CASH,`
386,7_4,RS,JJ,CASH,`
386,7_4,100,CD,CASH,`
386,7_4,Change,NN,BALANCE,`
386,7_4,:,:,BALANCE,`
386,7_4,RS,JJ,BALANCE,`
386,7_4,20,CD,BALANCE,`
386,7_4,Thank,NNP,EXTRA,`
386,7_4,You,PRP,EXTRA,`
386,7_4,For,IN,EXTRA,`
386,7_4,Shopping,VBG,EXTRA,`
386,7_4,Notice,NNP,EXTRA,`
386,7_4,Any,NNP,EXTRA,`
386,7_4,Discrepancy,NNP,EXTRA,`
386,7_4,",",",",EXTRA,`
386,7_4,return,VBP,EXTRA,`
386,7_4,the,DT,EXTRA,`
386,7_4,item,NN,EXTRA,`
386,7_4,(,(,EXTRA,`
386,7_4,exchangeable*,NN,EXTRA,`
386,7_4,),),EXTRA,`
386,7_4,&,CC,EXTRA,`
386,7_4,bill,NN,EXTRA,`
386,7_4,within,IN,EXTRA,`
386,7_4,7day,CD,EXTRA,`
386,7_4,s,NNS,EXTRA,`
386,7_4,Designed,VBN,EXTRA,`
386,7_4,by,IN,EXTRA,`
386,7_4,NVM,NNP,EXTRA,`
386,7_4,SOLUTIONS,NNP,EXTRA,`
386,7_4,776843023,CD,EXTRA,`
386,7_4,",",",",EXTRA,`
386,7_4,113159693,CD,EXTRA,`
387,22_13,Mega,JJ,SHOP_NAME,`
387,22_13,Mall,NNP,SHOP_NAME,`
387,22_13,Super,NNP,SHOP_NAME,`
387,22_13,Market,NNP,SHOP_NAME,`
387,22_13,114,CD,SHOP_ADDRESS,`
387,22_13,",",",",SHOP_ADDRESS,`
387,22_13,Navalar,NNP,SHOP_ADDRESS,`
387,22_13,Road,NNP,SHOP_ADDRESS,`
387,22_13,",",",",SHOP_ADDRESS,`
387,22_13,Jaffna,NNP,SHOP_ADDRESS,`
387,22_13,TEL,NNP,TELEPHONE_NUMBER,`
387,22_13,:021,VBD,TELEPHONE_NUMBER,`
387,22_13,222,CD,TELEPHONE_NUMBER,`
387,22_13,4343,CD,TELEPHONE_NUMBER,`
387,22_13,"march,29,2019,14:33",NN,TIME,`
387,22_13,Ref,NNP,INVOICE_NUMBER,`
387,22_13,280433,CD,INVOICE_NUMBER,`
387,22_13,User,NNP,USER,`
387,22_13,sivaa,JJ,USER,`
387,22_13,Wonder,NNP,PRODUCT_NAME,`
387,22_13,cone:vanilla:elephant:120ml,NN,PRODUCT_NAME,`
387,22_13,IC00105,NNP,BATCH_CODE,`
387,22_13,:,:,EXTRA,`
387,22_13,5X,CD,QTY,`
387,22_13,80,CD,UNIT_PRICE,`
387,22_13,=,NNS,EXTRA,`
387,22_13,400,CD,AMOUNT,`
387,22_13,No,NNP,TOTAL_ITEMS,`
387,22_13,of,IN,TOTAL_ITEMS,`
387,22_13,item,NN,TOTAL_ITEMS,`
387,22_13,:,:,TOTAL_ITEMS,`
387,22_13,1,CD,TOTAL_ITEMS,`
387,22_13,Total,NN,TOTAL,`
387,22_13,:,:,TOTAL,`
387,22_13,RS,JJ,TOTAL,`
387,22_13,400,CD,TOTAL,`
387,22_13,PAID,VBN,CASH,`
387,22_13,By,IN,CASH,`
387,22_13,CASH,NNP,CASH,`
387,22_13,:,:,CASH,`
387,22_13,RS,JJ,CASH,`
387,22_13,500,CD,CASH,`
387,22_13,Change,NN,BALANCE,`
387,22_13,:,:,BALANCE,`
387,22_13,RS,JJ,BALANCE,`
387,22_13,100,CD,BALANCE,`
387,22_13,Thank,NNP,EXTRA,`
387,22_13,You,PRP,EXTRA,`
387,22_13,For,IN,EXTRA,`
387,22_13,Shopping,VBG,EXTRA,`
387,22_13,Notice,NNP,EXTRA,`
387,22_13,Any,NNP,EXTRA,`
387,22_13,Discrepancy,NNP,EXTRA,`
387,22_13,",",",",EXTRA,`
387,22_13,return,VBP,EXTRA,`
387,22_13,the,DT,EXTRA,`
387,22_13,item,NN,EXTRA,`
387,22_13,(,(,EXTRA,`
387,22_13,exchangeable*,NN,EXTRA,`
387,22_13,),),EXTRA,`
387,22_13,&,CC,EXTRA,`
387,22_13,bill,NN,EXTRA,`
387,22_13,within,IN,EXTRA,`
387,22_13,7day,CD,EXTRA,`
387,22_13,s,NNS,EXTRA,`
387,22_13,Designed,VBN,EXTRA,`
387,22_13,by,IN,EXTRA,`
387,22_13,NVM,NNP,EXTRA,`
387,22_13,SOLUTIONS,NNP,EXTRA,`
387,22_13,776843023,CD,EXTRA,`
387,22_13,",",",",EXTRA,`
387,22_13,113159693,CD,EXTRA,`
388,7_16,Mega,JJ,SHOP_NAME,`
388,7_16,Mall,NNP,SHOP_NAME,`
388,7_16,Super,NNP,SHOP_NAME,`
388,7_16,Market,NNP,SHOP_NAME,`
388,7_16,114,CD,SHOP_ADDRESS,`
388,7_16,",",",",SHOP_ADDRESS,`
388,7_16,Navalar,NNP,SHOP_ADDRESS,`
388,7_16,Road,NNP,SHOP_ADDRESS,`
388,7_16,",",",",SHOP_ADDRESS,`
388,7_16,Jaffna,NNP,SHOP_ADDRESS,`
388,7_16,TEL,NNP,TELEPHONE_NUMBER,`
388,7_16,:021,VBD,TELEPHONE_NUMBER,`
388,7_16,222,CD,TELEPHONE_NUMBER,`
388,7_16,4343,CD,TELEPHONE_NUMBER,`
388,7_16,"March,21,2019,20:19",NNP,TIME,`
