receipt_index,receipt_number,word,POS,tag
25,1_77,341,CD,SHOP_ADDRESS
25,1_77,",",",",SHOP_ADDRESS
25,1_77,POINT,NNP,SHOP_ADDRESS
25,1_77,PEDRO,NNP,SHOP_ADDRESS
25,1_77,ROAD,NNP,SHOP_ADDRESS
25,1_77,",",",",SHOP_ADDRESS
25,1_77,NALLUR,NNP,SHOP_ADDRESS
25,1_77,",",",",SHOP_ADDRESS
25,1_77,JAFFNA,NNP,SHOP_ADDRESS
25,1_77,021-4927082,NNP,TELEPHONE_NUMBER
25,1_77,INVOICE,NNP,EXTRA
25,1_77,CASHIER,NNP,CASHIER
25,1_77,:,:,CASHIER
25,1_77,KIRU,NNP,CASHIER
25,1_77,INV.NO,NNP,INVOICE_NUMBER
25,1_77,1083846,CD,INVOICE_NUMBER
25,1_77,DATE,NNP,DATE
25,1_77,:,:,DATE
25,1_77,18/03/2019,CD,DATE
25,1_77,TIME,NN,TIME
25,1_77,:,:,TIME
25,1_77,18:52:44,CD,TIME
25,1_77,PRODUCT,NNP,PRODUCT_NAME
25,1_77,PRICE,NNP,UNIT_PRICE
25,1_77,QTY,NNP,QTY
25,1_77,AMOUNT,NNP,AMOUNT
25,1_77,8,CD,BATCH_CODE
25,1_77,345,CD,UNIT_PRICE
25,1_77,1,CD,QTY
25,1_77,345,CD,AMOUNT
25,1_77,TOTAL,NNPS,TOTAL_ITEM
25,1_77,ITEMS,NNP,TOTAL_ITEM
25,1_77,1,CD,TOTAL_ITEM
25,1_77,TOTAL,NNP,TOTAL_QTY
25,1_77,QTY,NNP,TOTAL_QTY
25,1_77,1,CD,TOTAL_QTY
25,1_77,NET,NNP,TOTAL
25,1_77,TOTAL,NNP,TOTAL
25,1_77,345,CD,TOTAL
25,1_77,CASH,NNP,CASH
25,1_77,360,CD,CASH
25,1_77,Change,NNP,BALANCE
25,1_77,15,CD,BALANCE
25,1_77,IN,NNP,EXTRA
25,1_77,CASE,NNP,EXTRA
25,1_77,OF,NNP,EXTRA
25,1_77,PRICE,NNP,EXTRA
25,1_77,DISCREPANCY,NNP,EXTRA
25,1_77,RETURN,NNP,EXTRA
25,1_77,THE,NNP,EXTRA
25,1_77,ITEM,NNP,EXTRA
25,1_77,&,CC,EXTRA
25,1_77,BILL,NNP,EXTRA
25,1_77,WITHIN,NNP,EXTRA
25,1_77,7,CD,EXTRA
25,1_77,DAYS,NNP,EXTRA
25,1_77,TO,NNP,EXTRA
25,1_77,REFUND,NNP,EXTRA
25,1_77,THE,NNP,EXTRA
25,1_77,DIFFERENCE,NNP,EXTRA
25,1_77,0,0,EXTRA
25,1_77,$,$,EXTRA
25,1_77,THANKS,NNP,EXTRA
25,1_77,FOR,NNP,EXTRA
25,1_77,MAKING,NNP,EXTRA
25,1_77,YOUR,NNP,EXTRA
25,1_77,PURCHASE,NNP,EXTRA
25,1_77,$,$,EXTRA
25,1_77,Software,NNP,EXTRA
25,1_77,by,IN,EXTRA
25,1_77,myPOS,JJ,EXTRA
25,1_77,0114-500199,JJ,EXTRA
25,1_77,www.mypos.lk,NN,EXTRA
26,1_2,ANNAI,NNP,SHOP_NAME
26,1_2,NAGA,NNP,SHOP_NAME
26,1_2,FOOD,NNP,SHOP_NAME
26,1_2,CITY,NNP,SHOP_NAME
26,1_2,341,CD,SHOP_ADDRESS
26,1_2,",",",",SHOP_ADDRESS
26,1_2,POINT,NNP,SHOP_ADDRESS
26,1_2,PEDRO,NNP,SHOP_ADDRESS
26,1_2,ROAD,NNP,SHOP_ADDRESS
26,1_2,",",",",SHOP_ADDRESS
26,1_2,NALLUR,NNP,SHOP_ADDRESS
26,1_2,",",",",SHOP_ADDRESS
26,1_2,JAFFNA,NNP,SHOP_ADDRESS
26,1_2,021-4927082,NNP,TELEPHONE_NUMBER
26,1_2,INVOICE,NNP,EXTRA
26,1_2,CASHIER,NNP,CASHIER
26,1_2,:,:,CASHIER
26,1_2,THAR,NNP,CASHIER
26,1_2,INV.NO,NNP,INVOICE_NUMBER
26,1_2,1084807,CD,INVOICE_NUMBER
26,1_2,DATE,NNP,DATE
26,1_2,:,:,DATE
26,1_2,22/03/2019,CD,DATE
26,1_2,TIME,NN,TIME
26,1_2,:,:,TIME
26,1_2,14:05:28,CD,TIME
26,1_2,PRODUCT,NNP,PRODUCT_NAME
26,1_2,PRICE,NNP,UNIT_PRICE
26,1_2,QTY,NNP,QTY
26,1_2,AMOUNT,NNP,AMOUNT
26,1_2,CORAL,NNP,PRODUCT_NAME
26,1_2,WATER,NNP,PRODUCT_NAME
26,1_2,1500ML,CD,PRODUCT_NAME
26,1_2,190603,CD,BATCH_CODE
26,1_2,70,CD,UNIT_PRICE
26,1_2,1,CD,QTY
26,1_2,70,CD,AMOUNT
26,1_2,MR,NNP,PRODUCT_NAME
26,1_2,POP,NNP,PRODUCT_NAME
26,1_2,ONION,NNP,PRODUCT_NAME
26,1_2,RINGZ,NNP,PRODUCT_NAME
26,1_2,-35G,VBD,PRODUCT_NAME
26,1_2,193621,CD,BATCH_CODE
26,1_2,50,CD,UNIT_PRICE
26,1_2,1,CD,QTY
26,1_2,50,CD,AMOUNT
26,1_2,HIMALAYA,NNP,PRODUCT_NAME
26,1_2,KESAR,NNP,PRODUCT_NAME
26,1_2,FACE,NNP,PRODUCT_NAME
26,1_2,WASH,NNP,PRODUCT_NAME
26,1_2,150ML,CD,PRODUCT_NAME
26,1_2,10847,CD,BATCH_CODE
26,1_2,630,CD,UNIT_PRICE
26,1_2,1,CD,QTY
26,1_2,630,CD,AMOUNT
26,1_2,RANCRISP,NNP,PRODUCT_NAME
26,1_2,POTATO,NNP,PRODUCT_NAME
26,1_2,CHIPS,NNP,PRODUCT_NAME
26,1_2,CHEESE,NNP,PRODUCT_NAME
26,1_2,&,CC,PRODUCT_NAME
26,1_2,ONION-60G,NNP,PRODUCT_NAME
26,1_2,3198,CD,BATCH_CODE
26,1_2,150,CD,UNIT_PRICE
26,1_2,3,CD,QTY
26,1_2,450,CD,AMOUNT
26,1_2,MALIBAN,NNP,PRODUCT_NAME
26,1_2,GIFT,NNP,PRODUCT_NAME
26,1_2,SELECTION,NNP,PRODUCT_NAME
26,1_2,400G,CD,PRODUCT_NAME
26,1_2,1070,CD,BATCH_CODE
26,1_2,300,CD,UNIT_PRICE
26,1_2,1,CD,QTY
26,1_2,300,CD,AMOUNT
26,1_2,MUNCHEE,NNP,PRODUCT_NAME
26,1_2,ONION,NNP,PRODUCT_NAME
26,1_2,BISCUITS-170G,NNP,PRODUCT_NAME
26,1_2,1455,CD,BATCH_CODE
26,1_2,160,CD,UNIT_PRICE
26,1_2,1,CD,QTY
26,1_2,160,CD,AMOUNT
26,1_2,SUSTAGEN,NNP,PRODUCT_NAME
26,1_2,-,:,PRODUCT_NAME
26,1_2,VANILLA,VBD,PRODUCT_NAME
26,1_2,400G,CD,PRODUCT_NAME
26,1_2,523,CD,BATCH_CODE
26,1_2,1930,CD,UNIT_PRICE
26,1_2,1,CD,QTY
26,1_2,1930,CD,AMOUNT
26,1_2,PROTINEX,NNP,PRODUCT_NAME
26,1_2,TIN,NNP,PRODUCT_NAME
26,1_2,ORIGINAL-,NNP,PRODUCT_NAME
26,1_2,180G,CD,PRODUCT_NAME
26,1_2,346,CD,BATCH_CODE
26,1_2,1120,CD,UNIT_PRICE
26,1_2,1,CD,QTY
26,1_2,1120,CD,AMOUNT
26,1_2,TOTAL,NNPS,TOTAL_ITEM
26,1_2,ITEMS,NNP,TOTAL_ITEM
26,1_2,8,CD,TOTAL_ITEM
26,1_2,TOTAL,NNP,TOTAL_QTY
26,1_2,QTY,NNP,TOTAL_QTY
26,1_2,10,CD,TOTAL_QTY
26,1_2,NET,NNP,TOTAL
26,1_2,TOTAL,NNP,TOTAL
26,1_2,4510,CD,TOTAL
26,1_2,CASH,NNP,CASH
26,1_2,5010,CD,CASH
26,1_2,CHANGE,NNP,BALANCE
26,1_2,500,CD,BALANCE
26,1_2,IN,NNP,EXTRA
26,1_2,CASE,NNP,EXTRA
26,1_2,OF,NNP,EXTRA
26,1_2,PRICE,NNP,EXTRA
26,1_2,DISCREPANCY,NNP,EXTRA
26,1_2,RETURN,NNP,EXTRA
26,1_2,THE,NNP,EXTRA
26,1_2,ITEM,NNP,EXTRA
26,1_2,&,CC,EXTRA
26,1_2,BILL,NNP,EXTRA
26,1_2,WITHIN,NNP,EXTRA
26,1_2,7,CD,EXTRA
26,1_2,DAYS,NNP,EXTRA
26,1_2,TO,NNP,EXTRA
26,1_2,REFUND,NNP,EXTRA
26,1_2,THE,NNP,EXTRA
26,1_2,DIFFERENCE,NNP,EXTRA
26,1_2,0,0,EXTRA
26,1_2,$,$,EXTRA
26,1_2,THANKS,NNP,EXTRA
26,1_2,FOR,NNP,EXTRA
26,1_2,MAKING,NNP,EXTRA
26,1_2,YOUR,NNP,EXTRA
26,1_2,PURCHASE,NNP,EXTRA
26,1_2,$,$,EXTRA
26,1_2,Software,NNP,EXTRA
26,1_2,by,IN,EXTRA
26,1_2,mypos,JJ,EXTRA
26,1_2,0114-500199,JJ,EXTRA
26,1_2,www.mypos.lk,NN,EXTRA
27,1_42,ANNAI,NNP,SHOP_NAME
27,1_42,NAGA,NNP,SHOP_NAME
27,1_42,FOOD,NNP,SHOP_NAME
27,1_42,CITY,NNP,SHOP_NAME
27,1_42,341,CD,SHOP_ADDRESS
27,1_42,",",",",SHOP_ADDRESS
27,1_42,POINT,NNP,SHOP_ADDRESS
27,1_42,PEDRO,NNP,SHOP_ADDRESS
27,1_42,ROAD,NNP,SHOP_ADDRESS
27,1_42,",",",",SHOP_ADDRESS
27,1_42,NALLUR,NNP,SHOP_ADDRESS
27,1_42,",",",",SHOP_ADDRESS
27,1_42,JAFFNA,NNP,SHOP_ADDRESS
27,1_42,021-4927082,NNP,TELEPHONE_NUMBER
27,1_42,INVOICE,NNP,EXTRA
27,1_42,CASHIER,NNP,CASHIER
27,1_42,:,:,CASHIER
27,1_42,KIRU,NNP,CASHIER
27,1_42,INV.NO,NNP,INVOICE_NUMBER
27,1_42,1085969,CD,INVOICE_NUMBER
27,1_42,DATE,NNP,DATE
27,1_42,:,:,DATE
27,1_42,26/03/2019,CD,DATE
27,1_42,TIME,NN,TIME
27,1_42,:,:,TIME
27,1_42,17:47:20,CD,TIME
27,1_42,PRODUCT,NNP,PRODUCT_NAME
27,1_42,PRICE,NNP,UNIT_PRICE
27,1_42,QTY,NNP,QTY
27,1_42,AMOUNT,NNP,AMOUNT
27,1_42,FUJI,NNP,PRODUCT_NAME
27,1_42,RED,NNP,PRODUCT_NAME
27,1_42,APPLE,NNP,PRODUCT_NAME
27,1_42,(,(,PRODUCT_NAME
27,1_42,L,NNP,PRODUCT_NAME
27,1_42,),),PRODUCT_NAME
27,1_42,4,CD,BATCH_CODE
27,1_42,75,CD,UNIT_PRICE
27,1_42,4,CD,QTY
27,1_42,300,CD,AMOUNT
27,1_42,ANCHOR,NNP,PRODUCT_NAME
27,1_42,FCMP,NNP,PRODUCT_NAME
27,1_42,TRADE,NNP,PRODUCT_NAME
27,1_42,PACK,NNP,PRODUCT_NAME
27,1_42,1,CD,PRODUCT_NAME
27,1_42,kg,VBD,PRODUCT_NAME
27,1_42,43,CD,BATCH_CODE
27,1_42,860,CD,UNIT_PRICE
27,1_42,1,CD,QTY
27,1_42,860,CD,AMOUNT
27,1_42,TOTAL,NNPS,TOTAL_ITEM
27,1_42,ITEMS,NNP,TOTAL_ITEM
27,1_42,2,CD,TOTAL_ITEM
27,1_42,TOTAL,NNP,TOTAL_QTY
27,1_42,QTY,NNP,TOTAL_QTY
27,1_42,5,CD,TOTAL_QTY
27,1_42,NET,NNP,TOTAL
27,1_42,TOTAL,NNP,TOTAL
27,1_42,1160,CD,TOTAL
27,1_42,CASH,NNP,CASH
27,1_42,1160,CD,CASH
27,1_42,CHANGE,NNP,BALANCE
27,1_42,0,CD,BALANCE
27,1_42,IN,NNP,EXTRA
27,1_42,CASE,NNP,EXTRA
27,1_42,OF,NNP,EXTRA
27,1_42,PRICE,NNP,EXTRA
27,1_42,DISCREPANCY,NNP,EXTRA
27,1_42,RETURN,NNP,EXTRA
27,1_42,THE,NNP,EXTRA
27,1_42,ITEM,NNP,EXTRA
27,1_42,&,CC,EXTRA
27,1_42,BILL,NNP,EXTRA
27,1_42,WITHIN,NNP,EXTRA
27,1_42,7,CD,EXTRA
27,1_42,DAYS,NNP,EXTRA
27,1_42,TO,NNP,EXTRA
27,1_42,REFUND,NNP,EXTRA
27,1_42,THE,NNP,EXTRA
27,1_42,DIFFERENCE,NNP,EXTRA
27,1_42,0,0,EXTRA
27,1_42,$,$,EXTRA
27,1_42,THANKS,NNP,EXTRA
27,1_42,FOR,NNP,EXTRA
27,1_42,MAKING,NNP,EXTRA
27,1_42,YOUR,NNP,EXTRA
27,1_42,PURCHASE,NNP,EXTRA
27,1_42,$,$,EXTRA
27,1_42,Software,NNP,EXTRA
27,1_42,by,IN,EXTRA
27,1_42,myPOS,JJ,EXTRA
27,1_42,0114-500199,JJ,EXTRA
27,1_42,www.mypos.lk,NN,EXTRA
28,1_100,ANNAI,NNP,SHOP_NAME
28,1_100,NAGA,NNP,SHOP_NAME
28,1_100,FOOD,NNP,SHOP_NAME
28,1_100,CITY,NNP,SHOP_NAME
28,1_100,341,CD,SHOP_ADDRESS
28,1_100,",",",",SHOP_ADDRESS
28,1_100,POINT,NNP,SHOP_ADDRESS
28,1_100,PEDRO,NNP,SHOP_ADDRESS
28,1_100,ROAD,NNP,SHOP_ADDRESS
28,1_100,",",",",SHOP_ADDRESS
28,1_100,NALLUR,NNP,SHOP_ADDRESS
28,1_100,",",",",SHOP_ADDRESS
28,1_100,JAFFNA,NNP,SHOP_ADDRESS
28,1_100,021-4927082,NNP,TELEPHONE_NUMBER
28,1_100,INVOICE,NNP,EXTRA
28,1_100,CASHIER,NNP,CASHIER
28,1_100,:,:,CASHIER
28,1_100,KIRU,NNP,CASHIER
28,1_100,INV.NO,NNP,INVOICE_NUMBER
28,1_100,1083763,CD,INVOICE_NUMBER
28,1_100,DATE,NNP,DATE
28,1_100,:,:,DATE
28,1_100,18/03/2019,CD,DATE
28,1_100,TIME,NN,TIME
28,1_100,:,:,TIME
28,1_100,16:01:05,CD,TIME
28,1_100,PRODUCT,NNP,PRODUCT_NAME
28,1_100,PRICE,NNP,UNIT_PRICE
28,1_100,QTY,NNP,QTY
28,1_100,AMOUNT,NNP,AMOUNT
28,1_100,Milk,NNP,PRODUCT_NAME
28,1_100,rice,NN,PRODUCT_NAME
28,1_100,-,:,PRODUCT_NAME
28,1_100,1Bulk,CD,PRODUCT_NAME
28,1_100,1kg,CD,PRODUCT_NAME
28,1_100,121,CD,BATCH_CODE
28,1_100,190,CD,UNIT_PRICE
28,1_100,1,CD,QTY
28,1_100,190,CD,AMOUNT
28,1_100,New,NNP,PRODUCT_NAME
28,1_100,V.R.M,NNP,PRODUCT_NAME
28,1_100,Naadu-1kg,NNP,PRODUCT_NAME
28,1_100,Bulk,NNP,PRODUCT_NAME
28,1_100,15483,CD,BATCH_CODE
28,1_100,80,CD,UNIT_PRICE
28,1_100,1,CD,QTY
28,1_100,80,CD,AMOUNT
28,1_100,Maliban,NNP,PRODUCT_NAME
28,1_100,chocolate,NN,PRODUCT_NAME
28,1_100,cream,NN,PRODUCT_NAME
28,1_100,100g,CD,PRODUCT_NAME
28,1_100,278,CD,BATCH_CODE
28,1_100,60,CD,UNIT_PRICE
28,1_100,1,CD,QTY
28,1_100,60,CD,AMOUNT
28,1_100,Maliban,NNP,PRODUCT_NAME
28,1_100,lemon,NN,PRODUCT_NAME
28,1_100,puff,NN,PRODUCT_NAME
28,1_100,100g,CD,PRODUCT_NAME
28,1_100,826,CD,BATCH_CODE
28,1_100,60,CD,UNIT_PRICE
28,1_100,1,CD,QTY
28,1_100,60,CD,AMOUNT
28,1_100,TOTAL,NNPS,TOTAL_ITEM
28,1_100,ITEMS,NNP,TOTAL_ITEM
28,1_100,4,CD,TOTAL_ITEM
28,1_100,TOTAL,NNP,TOTAL_QTY
28,1_100,QTY,NNP,TOTAL_QTY
28,1_100,4,CD,TOTAL_QTY
28,1_100,NET,NNP,TOTAL
28,1_100,TOTAL,NNP,TOTAL
28,1_100,120,CD,TOTAL
28,1_100,CASH,NNP,CASH
28,1_100,390,CD,CASH
28,1_100,Change,NNP,BALANCE
28,1_100,10,CD,BALANCE
28,1_100,IN,NNP,EXTRA
28,1_100,CASE,NNP,EXTRA
28,1_100,OF,NNP,EXTRA
28,1_100,PRICE,NNP,EXTRA
28,1_100,DISCREPANCY,NNP,EXTRA
28,1_100,RETURN,NNP,EXTRA
28,1_100,THE,NNP,EXTRA
28,1_100,ITEM,NNP,EXTRA
28,1_100,&,CC,EXTRA
28,1_100,BILL,NNP,EXTRA
28,1_100,WITHIN,NNP,EXTRA
28,1_100,7,CD,EXTRA
28,1_100,DAYS,NNP,EXTRA
28,1_100,TO,NNP,EXTRA
28,1_100,REFUND,NNP,EXTRA
28,1_100,THE,NNP,EXTRA
28,1_100,DIFFERENCE,NNP,EXTRA
28,1_100,0,0,EXTRA
28,1_100,$,$,EXTRA
28,1_100,THANKS,NNP,EXTRA
28,1_100,FOR,NNP,EXTRA
28,1_100,MAKING,NNP,EXTRA
28,1_100,YOUR,NNP,EXTRA
28,1_100,PURCHASE,NNP,EXTRA
28,1_100,$,$,EXTRA
28,1_100,Software,NNP,EXTRA
28,1_100,by,IN,EXTRA
28,1_100,myPOS,JJ,EXTRA
28,1_100,0114-500199,JJ,EXTRA
28,1_100,www.mypos.lk,NN,EXTRA
29,1_47,ANNAI,NNP,SHOP_NAME
29,1_47,NAGA,NNP,SHOP_NAME
29,1_47,FOOD,NNP,SHOP_NAME
29,1_47,CITY,NNP,SHOP_NAME
29,1_47,341,CD,SHOP_ADDRESS
29,1_47,",",",",SHOP_ADDRESS
29,1_47,POINT,NNP,SHOP_ADDRESS
29,1_47,PEDRO,NNP,SHOP_ADDRESS
29,1_47,ROAD,NNP,SHOP_ADDRESS
29,1_47,",",",",SHOP_ADDRESS
29,1_47,NALLUR,NNP,SHOP_ADDRESS
29,1_47,",",",",SHOP_ADDRESS
29,1_47,JAFFNA,NNP,SHOP_ADDRESS
29,1_47,021-4927082,NNP,TELEPHONE_NUMBER
29,1_47,INVOICE,NNP,EXTRA
29,1_47,CASHIER,NNP,CASHIER
29,1_47,:,:,CASHIER
29,1_47,THAR,NNP,CASHIER
29,1_47,INV.NO,NNP,INVOICE_NUMBER
29,1_47,1085339,CD,INVOICE_NUMBER
29,1_47,DATE,NNP,DATE
29,1_47,:,:,DATE
29,1_47,24/03/2019,CD,DATE
29,1_47,TIME,NN,TIME
29,1_47,:,:,TIME
29,1_47,11:27:37,CD,TIME
29,1_47,PRODUCT,NNP,PRODUCT_NAME
29,1_47,PRICE,NNP,UNIT_PRICE
29,1_47,QTY,NNP,QTY
29,1_47,AMOUNT,NNP,AMOUNT
29,1_47,NEW,NNP,PRODUCT_NAME
29,1_47,V.,NNP,PRODUCT_NAME
29,1_47,R.,NNP,PRODUCT_NAME
29,1_47,M,NNP,PRODUCT_NAME
29,1_47,NAADU,NNP,PRODUCT_NAME
29,1_47,-1kg,NNP,PRODUCT_NAME
29,1_47,bulk,VBD,PRODUCT_NAME
29,1_47,15483,CD,BATCH_CODE
29,1_47,80,CD,UNIT_PRICE
29,1_47,5,CD,QTY
29,1_47,390,CD,AMOUNT
29,1_47,(,(,DISCOUNT
29,1_47,Line,NNP,DISCOUNT
29,1_47,discount,NN,DISCOUNT
29,1_47,amount,NN,DISCOUNT
29,1_47,10,CD,DISCOUNT
29,1_47,),),DISCOUNT
29,1_47,GREEN,NNP,PRODUCT_NAME
29,1_47,GRAM,NNP,PRODUCT_NAME
29,1_47,(,(,PRODUCT_NAME
29,1_47,L,NNP,PRODUCT_NAME
29,1_47,),),PRODUCT_NAME
29,1_47,BULK,NNP,PRODUCT_NAME
29,1_47,PC,NNP,PRODUCT_NAME
29,1_47,KG,NNP,PRODUCT_NAME
29,1_47,600148,CD,BATCH_CODE
29,1_47,230,CD,UNIT_PRICE
29,1_47,1,CD,QTY
29,1_47,230,CD,AMOUNT
29,1_47,RED,JJ,PRODUCT_NAME
29,1_47,DHALL,NNP,PRODUCT_NAME
29,1_47,(,(,PRODUCT_NAME
29,1_47,S,NNP,PRODUCT_NAME
29,1_47,),),PRODUCT_NAME
29,1_47,BULK,NNP,PRODUCT_NAME
29,1_47,PC,NN,PRODUCT_NAME
29,1_47,1KG,CD,PRODUCT_NAME
29,1_47,190,CD,BATCH_CODE
29,1_47,130,CD,UNIT_PRICE
29,1_47,1,CD,QTY
29,1_47,130,CD,AMOUNT
29,1_47,BLACK,NNP,PRODUCT_NAME
29,1_47,ORID,NNP,PRODUCT_NAME
29,1_47,FULL,NNP,PRODUCT_NAME
29,1_47,BULK,NNP,PRODUCT_NAME
29,1_47,KG,NNP,PRODUCT_NAME
29,1_47,1088,CD,BATCH_CODE
29,1_47,340,CD,UNIT_PRICE
29,1_47,1,CD,QTY
29,1_47,340,CD,AMOUNT
29,1_47,POUNDING,NN,PRODUCT_NAME
29,1_47,RED,NNP,PRODUCT_NAME
29,1_47,RICE,NNP,PRODUCT_NAME
29,1_47,BULK,NNP,PRODUCT_NAME
29,1_47,KG,NNP,PRODUCT_NAME
29,1_47,705,CD,BATCH_CODE
29,1_47,75,CD,UNIT_PRICE
29,1_47,3,CD,QTY
29,1_47,225,CD,AMOUNT
29,1_47,BABY,NNP,PRODUCT_NAME
29,1_47,CHERAMY,NNP,PRODUCT_NAME
29,1_47,COTTON,NNP,PRODUCT_NAME
29,1_47,Cream-colored,NNP,PRODUCT_NAME
29,1_47,M,NNP,PRODUCT_NAME
29,1_47,12,CD,PRODUCT_NAME
29,1_47,DIAPERS,NNP,PRODUCT_NAME
29,1_47,6106,CD,BATCH_CODE
29,1_47,625,CD,UNIT_PRICE
29,1_47,1,CD,QTY
29,1_47,625,CD,AMOUNT
29,1_47,MAGGI,NNP,PRODUCT_NAME
29,1_47,DEVELLED,NNP,PRODUCT_NAME
29,1_47,CHILLI,NNP,PRODUCT_NAME
29,1_47,CHICKEN,NNP,PRODUCT_NAME
29,1_47,76G,CD,PRODUCT_NAME
29,1_47,10443,CD,BATCH_CODE
29,1_47,57,CD,UNIT_PRICE
29,1_47,1,CD,QTY
29,1_47,57,CD,AMOUNT
29,1_47,PANADOL,NNP,PRODUCT_NAME
29,1_47,TABELETS,NNP,PRODUCT_NAME
29,1_47,CARD,NNP,PRODUCT_NAME
29,1_47,(,(,PRODUCT_NAME
29,1_47,1X1,CD,PRODUCT_NAME
29,1_47,),),PRODUCT_NAME
29,1_47,3,CD,BATCH_CODE
29,1_47,1.37,CD,UNIT_PRICE
29,1_47,3,CD,QTY
29,1_47,4.11,CD,AMOUNT
29,1_47,TOTAL,NNPS,TOTAL_ITEM
29,1_47,ITEMS,NNP,TOTAL_ITEM
29,1_47,8,CD,TOTAL_ITEM
29,1_47,TOTAL,NNP,TOTAL_QTY
29,1_47,QTY,NNP,TOTAL_QTY
29,1_47,16,CD,TOTAL_QTY
29,1_47,NET,NNP,TOTAL
29,1_47,TOTAL,NNP,TOTAL
29,1_47,2001.11,CD,TOTAL
29,1_47,CASH,NNP,CASH
29,1_47,1.11,CD,CASH
29,1_47,COUPONS,NNP,COUPON
29,1_47,2000,CD,COUPON
29,1_47,CHANGE,NNP,BALANCE
29,1_47,0,CD,BALANCE
29,1_47,IN,NNP,EXTRA
29,1_47,CASE,NNP,EXTRA
29,1_47,OF,NNP,EXTRA
29,1_47,PRICE,NNP,EXTRA
29,1_47,DISCREPANCY,NNP,EXTRA
29,1_47,RETURN,NNP,EXTRA
29,1_47,THE,NNP,EXTRA
29,1_47,ITEM,NNP,EXTRA
29,1_47,&,CC,EXTRA
29,1_47,BILL,NNP,EXTRA
29,1_47,WITHIN,NNP,EXTRA
29,1_47,7,CD,EXTRA
29,1_47,DAYS,NNP,EXTRA
29,1_47,TO,NNP,EXTRA
29,1_47,REFUND,NNP,EXTRA
29,1_47,THE,NNP,EXTRA
29,1_47,DIFFERENCE,NNP,EXTRA
29,1_47,0,0,EXTRA
29,1_47,$,$,EXTRA
29,1_47,THANKS,NNP,EXTRA
29,1_47,FOR,NNP,EXTRA
29,1_47,MAKING,NNP,EXTRA
29,1_47,YOUR,NNP,EXTRA
29,1_47,PURCHASE,NNP,EXTRA
29,1_47,$,$,EXTRA
29,1_47,Software,NNP,EXTRA
29,1_47,by,IN,EXTRA
29,1_47,myPOS,JJ,EXTRA
29,1_47,0114-500199,JJ,EXTRA
29,1_47,www.mypos.lk,NN,EXTRA
30,1_86,ANNAI,NNP,SHOP_NAME
30,1_86,NAGA,NNP,SHOP_NAME
30,1_86,FOOD,NNP,SHOP_NAME
30,1_86,CITY,NNP,SHOP_NAME
30,1_86,341,CD,SHOP_ADDRESS
30,1_86,",",",",SHOP_ADDRESS
30,1_86,POINT,NNP,SHOP_ADDRESS
30,1_86,PEDRO,NNP,SHOP_ADDRESS
30,1_86,ROAD,NNP,SHOP_ADDRESS
30,1_86,",",",",SHOP_ADDRESS
30,1_86,NALLUR,NNP,SHOP_ADDRESS
30,1_86,",",",",SHOP_ADDRESS
30,1_86,JAFFNA,NNP,SHOP_ADDRESS
30,1_86,021-4927082,NNP,TELEPHONE_NUMBER
30,1_86,INVOICE,NNP,EXTRA
30,1_86,CASHIER,NNP,CASHIER
30,1_86,:,:,CASHIER
30,1_86,KIRU,NNP,CASHIER
30,1_86,INV.NO,NNP,INVOICE_NUMBER
30,1_86,1083878,CD,INVOICE_NUMBER
30,1_86,DATE,NNP,DATE
30,1_86,:,:,DATE
30,1_86,28/03/2019,CD,DATE
30,1_86,TIME,NN,TIME
30,1_86,:,:,TIME
30,1_86,19:48:22,CD,TIME
30,1_86,PRODUCT,NNP,PRODUCT_NAME
30,1_86,PRICE,NNP,UNIT_PRICE
30,1_86,QTY,NNP,QTY
30,1_86,AMOUNT,NNP,AMOUNT
30,1_86,Little,NNP,PRODUCT_NAME
30,1_86,lion,NN,PRODUCT_NAME
30,1_86,real,JJ,PRODUCT_NAME
30,1_86,shorties,NNS,PRODUCT_NAME
30,1_86,cookies,VBZ,PRODUCT_NAME
30,1_86,260g,CD,PRODUCT_NAME
30,1_86,4224,CD,BATCH_CODE
30,1_86,100,CD,UNIT_PRICE
30,1_86,1,CD,QTY
30,1_86,100,CD,AMOUNT
30,1_86,TOTAL,NNPS,TOTAL_ITEM
30,1_86,ITEMS,NNP,TOTAL_ITEM
30,1_86,1,CD,TOTAL_ITEM
30,1_86,TOTAL,NNP,TOTAL_QTY
30,1_86,QTY,NNP,TOTAL_QTY
30,1_86,1,CD,TOTAL_QTY
30,1_86,NET,NNP,TOTAL
30,1_86,TOTAL,NNP,TOTAL
30,1_86,100,CD,TOTAL
30,1_86,CASH,NNP,CASH
30,1_86,100,CD,CASH
30,1_86,IN,NNP,EXTRA
30,1_86,CASE,NNP,EXTRA
30,1_86,OF,NNP,EXTRA
30,1_86,PRICE,NNP,EXTRA
30,1_86,DISCREPANCY,NNP,EXTRA
30,1_86,RETURN,NNP,EXTRA
30,1_86,THE,NNP,EXTRA
30,1_86,ITEM,NNP,EXTRA
30,1_86,&,CC,EXTRA
30,1_86,BILL,NNP,EXTRA
30,1_86,WITHIN,NNP,EXTRA
30,1_86,7,CD,EXTRA
30,1_86,DAYS,NNP,EXTRA
30,1_86,TO,NNP,EXTRA
30,1_86,REFUND,NNP,EXTRA
30,1_86,THE,NNP,EXTRA
30,1_86,DIFFERENCE,NNP,EXTRA
30,1_86,0,0,EXTRA
30,1_86,$,$,EXTRA
