receipt_number,word,POS,tag
1_2,TOTAL,NNP,TOTAL_QTY
1_2,QTY,NNP,TOTAL_QTY
1_2,10,CD,TOTAL_QTY
1_2,NET,NNP,TOTAL
1_2,TOTAL,NNP,TOTAL
1_2,4510,CD,TOTAL
1_2,CASH,NNP,CASH
1_2,5010,CD,CASH
1_2,CHANGE,NNP,BALANCE
1_2,500,CD,BALANCE
1_2,IN,NNP,EXTRA
1_2,CASE,NNP,EXTRA
1_2,OF,NNP,EXTRA
1_2,PRICE,NNP,EXTRA
1_2,DISCREPANCY,NNP,EXTRA
1_2,RETURN,NNP,EXTRA
1_2,THE,NNP,EXTRA
1_2,ITEM,NNP,EXTRA
1_2,&,CC,EXTRA
1_2,BILL,NNP,EXTRA
1_2,WITHIN,NNP,EXTRA
1_2,7,CD,EXTRA
1_2,DAYS,NNP,EXTRA
1_2,TO,NNP,EXTRA
1_2,REFUND,NNP,EXTRA
1_2,THE,NNP,EXTRA
1_2,DIFFERENCE,NNP,EXTRA
1_2,0,0,EXTRA
1_2,$,$,EXTRA
1_2,THANKS,NNP,EXTRA
1_2,FOR,NNP,EXTRA
1_2,MAKING,NNP,EXTRA
1_2,YOUR,NNP,EXTRA
1_2,PURCHASE,NNP,EXTRA
1_2,$,$,EXTRA
1_2,Software,NNP,EXTRA
1_2,by,IN,EXTRA
1_2,mypos,JJ,EXTRA
1_2,0114-500199,JJ,EXTRA
1_2,www.mypos.lk,NN,EXTRA
1_42,ANNAI,NNP,SHOP_NAME
1_42,NAGA,NNP,SHOP_NAME
1_42,FOOD,NNP,SHOP_NAME
1_42,CITY,NNP,SHOP_NAME
1_42,341,CD,SHOP_ADDRESS
1_42,",",",",SHOP_ADDRESS
1_42,POINT,NNP,SHOP_ADDRESS
1_42,PEDRO,NNP,SHOP_ADDRESS
1_42,ROAD,NNP,SHOP_ADDRESS
1_42,",",",",SHOP_ADDRESS
1_42,NALLUR,NNP,SHOP_ADDRESS
1_42,",",",",SHOP_ADDRESS
1_42,JAFFNA,NNP,SHOP_ADDRESS
1_42,021-4927082,NNP,TELEPHONE_NUMBER
1_42,INVOICE,NNP,EXTRA
1_42,CASHIER,NNP,CASHIER
1_42,:,:,CASHIER
1_42,KIRU,NNP,CASHIER
1_42,INV.NO,NNP,INVOICE_NUMBER
1_42,1085969,CD,INVOICE_NUMBER
1_42,DATE,NNP,DATE
1_42,:,:,DATE
1_42,26/03/2019,CD,DATE
1_42,TIME,NN,TIME
1_42,:,:,TIME
1_42,17:47:20,CD,TIME
1_42,PRODUCT,NNP,PRODUCT_NAME
1_42,PRICE,NNP,UNIT_PRICE
1_42,QTY,NNP,QTY
1_42,AMOUNT,NNP,AMOUNT
1_42,FUJI,NNP,PRODUCT_NAME
1_42,RED,NNP,PRODUCT_NAME
1_42,APPLE,NNP,PRODUCT_NAME
1_42,(,(,PRODUCT_NAME
1_42,L,NNP,PRODUCT_NAME
1_42,),),PRODUCT_NAME
1_42,4,CD,BATCH_CODE
1_42,75,CD,UNIT_PRICE
1_42,4,CD,QTY
1_42,300,CD,AMOUNT
1_42,ANCHOR,NNP,PRODUCT_NAME
1_42,FCMP,NNP,PRODUCT_NAME
1_42,TRADE,NNP,PRODUCT_NAME
1_42,PACK,NNP,PRODUCT_NAME
1_42,1,CD,PRODUCT_NAME
1_42,kg,VBD,PRODUCT_NAME
1_42,43,CD,BATCH_CODE
1_42,860,CD,UNIT_PRICE
1_42,1,CD,QTY
1_42,860,CD,AMOUNT
1_42,TOTAL,NNPS,TOTAL_ITEM
1_42,ITEMS,NNP,TOTAL_ITEM
1_42,2,CD,TOTAL_ITEM
1_42,TOTAL,NNP,TOTAL_QTY
1_42,QTY,NNP,TOTAL_QTY
1_42,5,CD,TOTAL_QTY
1_42,NET,NNP,TOTAL
1_42,TOTAL,NNP,TOTAL
1_42,1160,CD,TOTAL
1_42,CASH,NNP,CASH
1_42,1160,CD,CASH
1_42,CHANGE,NNP,BALANCE
1_42,0,CD,BALANCE
1_42,IN,NNP,EXTRA
1_42,CASE,NNP,EXTRA
1_42,OF,NNP,EXTRA
1_42,PRICE,NNP,EXTRA
1_42,DISCREPANCY,NNP,EXTRA
1_42,RETURN,NNP,EXTRA
1_42,THE,NNP,EXTRA
1_42,ITEM,NNP,EXTRA
1_42,&,CC,EXTRA
1_42,BILL,NNP,EXTRA
1_42,WITHIN,NNP,EXTRA
1_42,7,CD,EXTRA
1_42,DAYS,NNP,EXTRA
1_42,TO,NNP,EXTRA
1_42,REFUND,NNP,EXTRA
1_42,THE,NNP,EXTRA
1_42,DIFFERENCE,NNP,EXTRA
1_42,0,0,EXTRA
1_42,$,$,EXTRA
1_42,THANKS,NNP,EXTRA
1_42,FOR,NNP,EXTRA
1_42,MAKING,NNP,EXTRA
1_42,YOUR,NNP,EXTRA
1_42,PURCHASE,NNP,EXTRA
1_42,$,$,EXTRA
1_42,Software,NNP,EXTRA
1_42,by,IN,EXTRA
1_42,myPOS,JJ,EXTRA
1_42,0114-500199,JJ,EXTRA
1_42,www.mypos.lk,NN,EXTRA
1_100,ANNAI,NNP,SHOP_NAME
1_100,NAGA,NNP,SHOP_NAME
1_100,FOOD,NNP,SHOP_NAME
1_100,CITY,NNP,SHOP_NAME
1_100,341,CD,SHOP_ADDRESS
1_100,",",",",SHOP_ADDRESS
1_100,POINT,NNP,SHOP_ADDRESS
1_100,PEDRO,NNP,SHOP_ADDRESS
1_100,ROAD,NNP,SHOP_ADDRESS
1_100,",",",",SHOP_ADDRESS
1_100,NALLUR,NNP,SHOP_ADDRESS
1_100,",",",",SHOP_ADDRESS
1_100,JAFFNA,NNP,SHOP_ADDRESS
1_100,021-4927082,NNP,TELEPHONE_NUMBER
1_100,INVOICE,NNP,EXTRA
1_100,CASHIER,NNP,CASHIER
1_100,:,:,CASHIER
1_100,KIRU,NNP,CASHIER
1_100,INV.NO,NNP,INVOICE_NUMBER
1_100,1083763,CD,INVOICE_NUMBER
1_100,DATE,NNP,DATE
1_100,:,:,DATE
1_100,18/03/2019,CD,DATE
1_100,TIME,NN,TIME
1_100,:,:,TIME
1_100,16:01:05,CD,TIME
1_100,PRODUCT,NNP,PRODUCT_NAME
1_100,PRICE,NNP,UNIT_PRICE
1_100,QTY,NNP,QTY
1_100,AMOUNT,NNP,AMOUNT
1_100,Milk,NNP,PRODUCT_NAME
1_100,rice,NN,PRODUCT_NAME
1_100,-,:,PRODUCT_NAME
1_100,1Bulk,CD,PRODUCT_NAME
1_100,1kg,CD,PRODUCT_NAME
1_100,121,CD,BATCH_CODE
1_100,190,CD,UNIT_PRICE
1_100,1,CD,QTY
1_100,190,CD,AMOUNT
1_100,New,NNP,PRODUCT_NAME
1_100,V.R.M,NNP,PRODUCT_NAME
1_100,Naadu-1kg,NNP,PRODUCT_NAME
1_100,Bulk,NNP,PRODUCT_NAME
1_100,15483,CD,BATCH_CODE
1_100,80,CD,UNIT_PRICE
1_100,1,CD,QTY
1_100,80,CD,AMOUNT
1_100,Maliban,NNP,PRODUCT_NAME
1_100,chocolate,NN,PRODUCT_NAME
1_100,cream,NN,PRODUCT_NAME
1_100,100g,CD,PRODUCT_NAME
1_100,278,CD,BATCH_CODE
1_100,60,CD,UNIT_PRICE
1_100,1,CD,QTY
1_100,60,CD,AMOUNT
1_100,Maliban,NNP,PRODUCT_NAME
1_100,lemon,NN,PRODUCT_NAME
1_100,puff,NN,PRODUCT_NAME
1_100,100g,CD,PRODUCT_NAME
1_100,826,CD,BATCH_CODE
1_100,60,CD,UNIT_PRICE
1_100,1,CD,QTY
1_100,60,CD,AMOUNT
1_100,TOTAL,NNPS,TOTAL_ITEM
1_100,ITEMS,NNP,TOTAL_ITEM
1_100,4,CD,TOTAL_ITEM
1_100,TOTAL,NNP,TOTAL_QTY
1_100,QTY,NNP,TOTAL_QTY
1_100,4,CD,TOTAL_QTY
1_100,NET,NNP,TOTAL
1_100,TOTAL,NNP,TOTAL
1_100,120,CD,TOTAL
1_100,CASH,NNP,CASH
1_100,390,CD,CASH
1_100,Change,NNP,BALANCE
1_100,10,CD,BALANCE
1_100,IN,NNP,EXTRA
1_100,CASE,NNP,EXTRA
1_100,OF,NNP,EXTRA
1_100,PRICE,NNP,EXTRA
1_100,DISCREPANCY,NNP,EXTRA
1_100,RETURN,NNP,EXTRA
1_100,THE,NNP,EXTRA
1_100,ITEM,NNP,EXTRA
1_100,&,CC,EXTRA
1_100,BILL,NNP,EXTRA
1_100,WITHIN,NNP,EXTRA
1_100,7,CD,EXTRA
1_100,DAYS,NNP,EXTRA
1_100,TO,NNP,EXTRA
1_100,REFUND,NNP,EXTRA
1_100,THE,NNP,EXTRA
1_100,DIFFERENCE,NNP,EXTRA
1_100,0,0,EXTRA
1_100,$,$,EXTRA
1_100,THANKS,NNP,EXTRA
1_100,FOR,NNP,EXTRA
1_100,MAKING,NNP,EXTRA
1_100,YOUR,NNP,EXTRA
1_100,PURCHASE,NNP,EXTRA
1_100,$,$,EXTRA
1_100,Software,NNP,EXTRA
1_100,by,IN,EXTRA
1_100,myPOS,JJ,EXTRA
1_100,0114-500199,JJ,EXTRA
1_100,www.mypos.lk,NN,EXTRA
1_47,ANNAI,NNP,SHOP_NAME
1_47,NAGA,NNP,SHOP_NAME
1_47,FOOD,NNP,SHOP_NAME
1_47,CITY,NNP,SHOP_NAME
1_47,341,CD,SHOP_ADDRESS
1_47,",",",",SHOP_ADDRESS
1_47,POINT,NNP,SHOP_ADDRESS
1_47,PEDRO,NNP,SHOP_ADDRESS
1_47,ROAD,NNP,SHOP_ADDRESS
1_47,",",",",SHOP_ADDRESS
1_47,NALLUR,NNP,SHOP_ADDRESS
1_47,",",",",SHOP_ADDRESS
1_47,JAFFNA,NNP,SHOP_ADDRESS
1_47,021-4927082,NNP,TELEPHONE_NUMBER
1_47,INVOICE,NNP,EXTRA
1_47,CASHIER,NNP,CASHIER
1_47,:,:,CASHIER
1_47,THAR,NNP,CASHIER
1_47,INV.NO,NNP,INVOICE_NUMBER
1_47,1085339,CD,INVOICE_NUMBER
1_47,DATE,NNP,DATE
1_47,:,:,DATE
1_47,24/03/2019,CD,DATE
1_47,TIME,NN,TIME
1_47,:,:,TIME
1_47,11:27:37,CD,TIME
1_47,PRODUCT,NNP,PRODUCT_NAME
1_47,PRICE,NNP,UNIT_PRICE
1_47,QTY,NNP,QTY
1_47,AMOUNT,NNP,AMOUNT
1_47,NEW,NNP,PRODUCT_NAME
1_47,V.,NNP,PRODUCT_NAME
1_47,R.,NNP,PRODUCT_NAME
1_47,M,NNP,PRODUCT_NAME
1_47,NAADU,NNP,PRODUCT_NAME
1_47,-1kg,NNP,PRODUCT_NAME
1_47,bulk,VBD,PRODUCT_NAME
1_47,15483,CD,BATCH_CODE
1_47,80,CD,UNIT_PRICE
1_47,5,CD,QTY
1_47,390,CD,AMOUNT
1_47,(,(,DISCOUNT
1_47,Line,NNP,DISCOUNT
1_47,discount,NN,DISCOUNT
1_47,amount,NN,DISCOUNT
1_47,10,CD,DISCOUNT
1_47,),),DISCOUNT
1_47,GREEN,NNP,PRODUCT_NAME
1_47,GRAM,NNP,PRODUCT_NAME
1_47,(,(,PRODUCT_NAME
1_47,L,NNP,PRODUCT_NAME
1_47,),),PRODUCT_NAME
1_47,BULK,NNP,PRODUCT_NAME
1_47,PC,NNP,PRODUCT_NAME
1_47,KG,NNP,PRODUCT_NAME
1_47,600148,CD,BATCH_CODE
1_47,230,CD,UNIT_PRICE
1_47,1,CD,QTY
1_47,230,CD,AMOUNT
1_47,RED,JJ,PRODUCT_NAME
1_47,DHALL,NNP,PRODUCT_NAME
1_47,(,(,PRODUCT_NAME
1_47,S,NNP,PRODUCT_NAME
1_47,),),PRODUCT_NAME
1_47,BULK,NNP,PRODUCT_NAME
1_47,PC,NN,PRODUCT_NAME
1_47,1KG,CD,PRODUCT_NAME
1_47,190,CD,BATCH_CODE
1_47,130,CD,UNIT_PRICE
1_47,1,CD,QTY
1_47,130,CD,AMOUNT
1_47,BLACK,NNP,PRODUCT_NAME
1_47,ORID,NNP,PRODUCT_NAME
1_47,FULL,NNP,PRODUCT_NAME
1_47,BULK,NNP,PRODUCT_NAME
1_47,KG,NNP,PRODUCT_NAME
1_47,1088,CD,BATCH_CODE
1_47,340,CD,UNIT_PRICE
1_47,1,CD,QTY
1_47,340,CD,AMOUNT
1_47,POUNDING,NN,PRODUCT_NAME
1_47,RED,NNP,PRODUCT_NAME
1_47,RICE,NNP,PRODUCT_NAME
1_47,BULK,NNP,PRODUCT_NAME
1_47,KG,NNP,PRODUCT_NAME
1_47,705,CD,BATCH_CODE
1_47,75,CD,UNIT_PRICE
1_47,3,CD,QTY
1_47,225,CD,AMOUNT
1_47,BABY,NNP,PRODUCT_NAME
1_47,CHERAMY,NNP,PRODUCT_NAME
1_47,COTTON,NNP,PRODUCT_NAME
1_47,Cream-colored,NNP,PRODUCT_NAME
1_47,M,NNP,PRODUCT_NAME
1_47,12,CD,PRODUCT_NAME
1_47,DIAPERS,NNP,PRODUCT_NAME
1_47,6106,CD,BATCH_CODE
1_47,625,CD,UNIT_PRICE
1_47,1,CD,QTY
1_47,625,CD,AMOUNT
1_47,MAGGI,NNP,PRODUCT_NAME
1_47,DEVELLED,NNP,PRODUCT_NAME
1_47,CHILLI,NNP,PRODUCT_NAME
1_47,CHICKEN,NNP,PRODUCT_NAME
1_47,76G,CD,PRODUCT_NAME
1_47,10443,CD,BATCH_CODE
1_47,57,CD,UNIT_PRICE
1_47,1,CD,QTY
1_47,57,CD,AMOUNT
1_47,PANADOL,NNP,PRODUCT_NAME
1_47,TABELETS,NNP,PRODUCT_NAME
1_47,CARD,NNP,PRODUCT_NAME
1_47,(,(,PRODUCT_NAME
1_47,1X1,CD,PRODUCT_NAME
1_47,),),PRODUCT_NAME
1_47,3,CD,BATCH_CODE
1_47,1.37,CD,UNIT_PRICE
1_47,3,CD,QTY
1_47,4.11,CD,AMOUNT
1_47,TOTAL,NNPS,TOTAL_ITEM
1_47,ITEMS,NNP,TOTAL_ITEM
1_47,8,CD,TOTAL_ITEM
1_47,TOTAL,NNP,TOTAL_QTY
1_47,QTY,NNP,TOTAL_QTY
1_47,16,CD,TOTAL_QTY
1_47,NET,NNP,TOTAL
1_47,TOTAL,NNP,TOTAL
1_47,2001.11,CD,TOTAL
1_47,CASH,NNP,CASH
1_47,1.11,CD,CASH
1_47,COUPONS,NNP,COUPON
1_47,2000,CD,COUPON
1_47,CHANGE,NNP,BALANCE
1_47,0,CD,BALANCE
1_47,IN,NNP,EXTRA
1_47,CASE,NNP,EXTRA
1_47,OF,NNP,EXTRA
1_47,PRICE,NNP,EXTRA
1_47,DISCREPANCY,NNP,EXTRA
1_47,RETURN,NNP,EXTRA
1_47,THE,NNP,EXTRA
1_47,ITEM,NNP,EXTRA
1_47,&,CC,EXTRA
1_47,BILL,NNP,EXTRA
1_47,WITHIN,NNP,EXTRA
1_47,7,CD,EXTRA
1_47,DAYS,NNP,EXTRA
1_47,TO,NNP,EXTRA
1_47,REFUND,NNP,EXTRA
1_47,THE,NNP,EXTRA
1_47,DIFFERENCE,NNP,EXTRA
1_47,0,0,EXTRA
1_47,$,$,EXTRA
1_47,THANKS,NNP,EXTRA
1_47,FOR,NNP,EXTRA
1_47,MAKING,NNP,EXTRA
1_47,YOUR,NNP,EXTRA
1_47,PURCHASE,NNP,EXTRA
1_47,$,$,EXTRA
1_47,Software,NNP,EXTRA
1_47,by,IN,EXTRA
1_47,myPOS,JJ,EXTRA
1_47,0114-500199,JJ,EXTRA
1_47,www.mypos.lk,NN,EXTRA
1_86,ANNAI,NNP,SHOP_NAME
1_86,NAGA,NNP,SHOP_NAME
1_86,FOOD,NNP,SHOP_NAME
1_86,CITY,NNP,SHOP_NAME
1_86,341,CD,SHOP_ADDRESS
1_86,",",",",SHOP_ADDRESS
1_86,POINT,NNP,SHOP_ADDRESS
1_86,PEDRO,NNP,SHOP_ADDRESS
1_86,ROAD,NNP,SHOP_ADDRESS
1_86,",",",",SHOP_ADDRESS
1_86,NALLUR,NNP,SHOP_ADDRESS
1_86,",",",",SHOP_ADDRESS
1_86,JAFFNA,NNP,SHOP_ADDRESS
1_86,021-4927082,NNP,TELEPHONE_NUMBER
1_86,INVOICE,NNP,EXTRA
1_86,CASHIER,NNP,CASHIER
1_86,:,:,CASHIER
1_86,KIRU,NNP,CASHIER
1_86,INV.NO,NNP,INVOICE_NUMBER
1_86,1083878,CD,INVOICE_NUMBER
1_86,DATE,NNP,DATE
1_86,:,:,DATE
1_86,28/03/2019,CD,DATE
1_86,TIME,NN,TIME
1_86,:,:,TIME
1_86,19:48:22,CD,TIME
1_86,PRODUCT,NNP,PRODUCT_NAME
1_86,PRICE,NNP,UNIT_PRICE
1_86,QTY,NNP,QTY
1_86,AMOUNT,NNP,AMOUNT
1_86,Little,NNP,PRODUCT_NAME
1_86,lion,NN,PRODUCT_NAME
1_86,real,JJ,PRODUCT_NAME
1_86,shorties,NNS,PRODUCT_NAME
1_86,cookies,VBZ,PRODUCT_NAME
1_86,260g,CD,PRODUCT_NAME
1_86,4224,CD,BATCH_CODE
1_86,100,CD,UNIT_PRICE
1_86,1,CD,QTY
1_86,100,CD,AMOUNT
1_86,TOTAL,NNPS,TOTAL_ITEM
1_86,ITEMS,NNP,TOTAL_ITEM
1_86,1,CD,TOTAL_ITEM
1_86,TOTAL,NNP,TOTAL_QTY
1_86,QTY,NNP,TOTAL_QTY
1_86,1,CD,TOTAL_QTY
1_86,NET,NNP,TOTAL
1_86,TOTAL,NNP,TOTAL
1_86,100,CD,TOTAL
1_86,CASH,NNP,CASH
1_86,100,CD,CASH
1_86,IN,NNP,EXTRA
1_86,CASE,NNP,EXTRA
1_86,OF,NNP,EXTRA
1_86,PRICE,NNP,EXTRA
1_86,DISCREPANCY,NNP,EXTRA
1_86,RETURN,NNP,EXTRA
1_86,THE,NNP,EXTRA
1_86,ITEM,NNP,EXTRA
1_86,&,CC,EXTRA
1_86,BILL,NNP,EXTRA
1_86,WITHIN,NNP,EXTRA
1_86,7,CD,EXTRA
1_86,DAYS,NNP,EXTRA
1_86,TO,NNP,EXTRA
1_86,REFUND,NNP,EXTRA
1_86,THE,NNP,EXTRA
1_86,DIFFERENCE,NNP,EXTRA
1_86,0,0,EXTRA
1_86,$,$,EXTRA
1_86,THANKS,NNP,EXTRA
1_86,FOR,NNP,EXTRA
1_86,MAKING,NNP,EXTRA
1_86,YOUR,NNP,EXTRA
1_86,PURCHASE,NNP,EXTRA
1_86,$,$,EXTRA
1_86,Software,NNP,EXTRA
1_86,by,IN,EXTRA
1_86,myPOS,JJ,EXTRA
1_86,0114-500199,JJ,EXTRA
1_86,www.mypos.lk,NN,EXTRA
1_57,ANNAI,NNP,SHOP_NAME
1_57,NAGA,NNP,SHOP_NAME
1_57,FOOD,NNP,SHOP_NAME
1_57,CITY,NNP,SHOP_NAME
1_57,341,CD,SHOP_ADDRESS
1_57,",",",",SHOP_ADDRESS
1_57,POINT,NNP,SHOP_ADDRESS
1_57,PEDRO,NNP,SHOP_ADDRESS
1_57,ROAD,NNP,SHOP_ADDRESS
1_57,",",",",SHOP_ADDRESS
1_57,NALLUR,NNP,SHOP_ADDRESS
1_57,",",",",SHOP_ADDRESS
1_57,JAFFNA,NNP,SHOP_ADDRESS
1_57,021-4927082,NNP,TELEPHONE_NUMBER
1_57,INVOICE,NNP,EXTRA
1_57,CASHIER,NNP,CASHIER
1_57,:,:,CASHIER
1_57,KIRU,NNP,CASHIER
1_57,INV.NO,NNP,INVOICE_NUMBER
1_57,1084590,CD,INVOICE_NUMBER
1_57,DATE,NNP,DATE
1_57,:,:,DATE
1_57,21/03/2019,CD,DATE
1_57,TIME,NN,TIME
1_57,:,:,TIME
1_57,18:50:02,CD,TIME
1_57,PRODUCT,NNP,PRODUCT_NAME
1_57,PRICE,NNP,UNIT_PRICE
1_57,QTY,NNP,QTY
1_57,AMOUNT,NNP,AMOUNT
1_57,FLORA,NNP,PRODUCT_NAME
1_57,PAPER,NNP,PRODUCT_NAME
1_57,PLATE,NNP,PRODUCT_NAME
1_57,8,CD,PRODUCT_NAME
1_57,25,CD,PRODUCT_NAME
1_57,S,NNP,PRODUCT_NAME
1_57,PLAIN,NNP,PRODUCT_NAME
1_57,1025,CD,BATCH_CODE
1_57,90,CD,UNIT_PRICE
1_57,2,CD,QTY
1_57,180,CD,AMOUNT
1_57,TOTAL,NNPS,TOTAL_ITEM
1_57,ITEMS,NNP,TOTAL_ITEM
1_57,1,CD,TOTAL_ITEM
1_57,TOTAL,NNP,TOTAL_QTY
1_57,QTY,NNP,TOTAL_QTY
1_57,2,CD,TOTAL_QTY
1_57,NET,NNP,TOTAL
1_57,TOTAL,NNP,TOTAL
1_57,180,CD,TOTAL
1_57,CASH,NNP,CASH
1_57,500,CD,CASH
1_57,CHANGE,NNP,BALANCE
1_57,320,CD,BALANCE
1_57,IN,NNP,EXTRA
1_57,CASE,NNP,EXTRA
1_57,OF,NNP,EXTRA
1_57,PRICE,NNP,EXTRA
1_57,DISCREPANCY,NNP,EXTRA
1_57,RETURN,NNP,EXTRA
1_57,THE,NNP,EXTRA
1_57,ITEM,NNP,EXTRA
1_57,&,CC,EXTRA
1_57,BILL,NNP,EXTRA
1_57,WITHIN,NNP,EXTRA
1_57,7,CD,EXTRA
1_57,DAYS,NNP,EXTRA
1_57,TO,NNP,EXTRA
1_57,REFUND,NNP,EXTRA
1_57,THE,NNP,EXTRA
1_57,DIFFERENCE,NNP,EXTRA
1_57,0,0,EXTRA
1_57,$,$,EXTRA
1_57,THANKS,NNP,EXTRA
1_57,FOR,NNP,EXTRA
1_57,MAKING,NNP,EXTRA
1_57,YOUR,NNP,EXTRA
1_57,PURCHASE,NNP,EXTRA
1_57,$,$,EXTRA
1_57,Software,NNP,EXTRA
1_57,by,IN,EXTRA
1_57,myPOS,JJ,EXTRA
1_57,0114-500199,JJ,EXTRA
1_57,www.mypos.lk,NN,EXTRA
1_45,ANNAI,NNP,SHOP_NAME
1_45,NAGA,NNP,SHOP_NAME
1_45,FOOD,NNP,SHOP_NAME
1_45,CITY,NNP,SHOP_NAME
1_45,341,CD,SHOP_ADDRESS
1_45,",",",",SHOP_ADDRESS
1_45,POINT,NNP,SHOP_ADDRESS
1_45,PEDRO,NNP,SHOP_ADDRESS
1_45,ROAD,NNP,SHOP_ADDRESS
1_45,",",",",SHOP_ADDRESS
1_45,NALLUR,NNP,SHOP_ADDRESS
1_45,",",",",SHOP_ADDRESS
1_45,JAFFNA,NNP,SHOP_ADDRESS
1_45,021-4927082,NNP,TELEPHONE_NUMBER
1_45,INVOICE,NNP,EXTRA
1_45,CASHIER,NNP,CASHIER
1_45,:,:,CASHIER
1_45,KIRU,NNP,CASHIER
1_45,INV.NO,NNP,INVOICE_NUMBER
1_45,1086044,CD,INVOICE_NUMBER
1_45,DATE,NNP,DATE
1_45,:,:,DATE
1_45,26/03/2019,CD,DATE
1_45,TIME,NN,TIME
1_45,:,:,TIME
1_45,20:20:53,CD,TIME
1_45,PRODUCT,NNP,PRODUCT_NAME
1_45,PRICE,NNP,UNIT_PRICE
1_45,QTY,NNP,QTY
1_45,AMOUNT,NNP,AMOUNT
1_45,WOODWARDS,NNP,PRODUCT_NAME
1_45,GRIP,NNP,PRODUCT_NAME
1_45,WATER,NNP,PRODUCT_NAME
1_45,130ml,CD,PRODUCT_NAME
1_45,1637,CD,BATCH_CODE
1_45,140,CD,UNIT_PRICE
1_45,1,CD,QTY
1_45,140,CD,AMOUNT
1_45,TOTAL,NNPS,TOTAL_ITEM
1_45,ITEMS,NNP,TOTAL_ITEM
1_45,1,CD,TOTAL_ITEM
1_45,TOTAL,NNP,TOTAL_QTY
1_45,QTY,NNP,TOTAL_QTY
1_45,1,CD,TOTAL_QTY
1_45,NET,NNP,TOTAL
1_45,TOTAL,NNP,TOTAL
1_45,140,CD,TOTAL
1_45,CASH,NNP,CASH
1_45,200,CD,CASH
1_45,CHANGE,NNP,BALANCE
1_45,60,CD,BALANCE
1_45,IN,NNP,EXTRA
1_45,CASE,NNP,EXTRA
1_45,OF,NNP,EXTRA
1_45,PRICE,NNP,EXTRA
1_45,DISCREPANCY,NNP,EXTRA
1_45,RETURN,NNP,EXTRA
1_45,THE,NNP,EXTRA
1_45,ITEM,NNP,EXTRA
1_45,&,CC,EXTRA
1_45,BILL,NNP,EXTRA
1_45,WITHIN,NNP,EXTRA
1_45,7,CD,EXTRA
1_45,DAYS,NNP,EXTRA
1_45,TO,NNP,EXTRA
1_45,REFUND,NNP,EXTRA
1_45,THE,NNP,EXTRA
1_45,DIFFERENCE,NNP,EXTRA
1_45,0,0,EXTRA
1_45,$,$,EXTRA
1_45,THANKS,NNP,EXTRA
1_45,FOR,NNP,EXTRA
1_45,MAKING,NNP,EXTRA
1_45,YOUR,NNP,EXTRA
1_45,PURCHASE,NNP,EXTRA
1_45,$,$,EXTRA
1_45,Software,NNP,EXTRA
1_45,by,IN,EXTRA
1_45,myPOS,JJ,EXTRA
1_45,0114-500199,JJ,EXTRA
1_45,www.mypos.lk,NN,EXTRA
1_75,ANNAI,NNP,SHOP_NAME
1_75,NAGA,NNP,SHOP_NAME
1_75,FOOD,NNP,SHOP_NAME
1_75,CITY,NNP,SHOP_NAME
1_75,341,CD,SHOP_ADDRESS
1_75,",",",",SHOP_ADDRESS
1_75,POINT,NNP,SHOP_ADDRESS
1_75,PEDRO,NNP,SHOP_ADDRESS
1_75,ROAD,NNP,SHOP_ADDRESS
1_75,",",",",SHOP_ADDRESS
1_75,NALLUR,NNP,SHOP_ADDRESS
1_75,",",",",SHOP_ADDRESS
1_75,JAFFNA,NNP,SHOP_ADDRESS
1_75,021-4927082,NNP,TELEPHONE_NUMBER
1_75,INVOICE,NNP,EXTRA
1_75,CASHIER,NNP,CASHIER
1_75,:,:,CASHIER
1_75,KIRU,NNP,CASHIER
1_75,INV.NO,NNP,INVOICE_NUMBER
1_75,1084032,CD,INVOICE_NUMBER
1_75,DATE,NNP,DATE
1_75,:,:,DATE
1_75,19/03/2019,CD,DATE
1_75,TIME,NN,TIME
1_75,:,:,TIME
1_75,14:29:03,CD,TIME
1_75,PRODUCT,NNP,PRODUCT_NAME
1_75,PRICE,NNP,UNIT_PRICE
1_75,QTY,NNP,QTY
1_75,AMOUNT,NNP,AMOUNT
1_75,FARM,NNP,PRODUCT_NAME
1_75,FRESH,NNP,PRODUCT_NAME
1_75,EGGS-,NNP,PRODUCT_NAME
1_75,WHITE-,NNP,PRODUCT_NAME
1_75,01NOS,CD,PRODUCT_NAME
1_75,193579,CD,BATCH_CODE
1_75,22,CD,UNIT_PRICE
1_75,15,CD,QTY
1_75,330,CD,AMOUNT
1_75,CHICK,NNP,PRODUCT_NAME
1_75,PEAS,NNP,PRODUCT_NAME
1_75,(,(,PRODUCT_NAME
1_75,JAMBO,NNP,PRODUCT_NAME
1_75,),),PRODUCT_NAME
1_75,BULK,NNP,PRODUCT_NAME
1_75,KG,NNP,PRODUCT_NAME
1_75,246,CD,BATCH_CODE
1_75,175,CD,UNIT_PRICE
1_75,2,CD,QTY
1_75,350,CD,AMOUNT
1_75,SAKTHI,NNP,PRODUCT_NAME
1_75,YELLOW,NNP,PRODUCT_NAME
1_75,ROASTED,NNP,PRODUCT_NAME
1_75,CHICK,NNP,PRODUCT_NAME
1_75,PEAS,NNP,PRODUCT_NAME
1_75,200G,CD,PRODUCT_NAME
1_75,164,CD,BATCH_CODE
1_75,110,CD,UNIT_PRICE
1_75,1,CD,QTY
1_75,110,CD,AMOUNT
1_75,SAKTHI,NNP,PRODUCT_NAME
1_75,ROASTED,NNP,PRODUCT_NAME
1_75,GROUND,NNP,PRODUCT_NAME
